partyId,agent,seedIndex,decisions,repeatedTitlesExact,repeatedTitlesNormalized,repeatedNarrativesExact,repeatedNarrativesNormalized,repeatsWithin5,repeatsWithin10,chainJustifiedRepeats
lfi,mediatique,10,25,0,0,0,0,0,0,0
lfi,mediatique,11,25,0,0,0,0,0,0,0
lfi,mediatique,12,31,0,0,0,0,0,0,0
lfi,mediatique,13,25,0,0,0,0,0,0,0
lfi,mediatique,14,29,0,0,0,0,0,0,0
lfi,mediatique,15,25,0,0,0,0,0,0,0
lfi,mediatique,16,29,0,0,0,0,0,0,0
lfi,mediatique,17,29,0,0,0,0,0,0,0
lfi,mediatique,18,29,0,0,0,0,0,0,0
lfi,mediatique,19,25,0,0,0,0,0,0,0
lfi,mediatique,20,25,0,0,0,0,0,0,0
lfi,mediatique,21,31,0,0,0,0,0,0,0
lfi,mediatique,22,25,0,0,0,0,0,0,0
lfi,mediatique,23,29,0,0,0,0,0,0,0
lfi,mediatique,24,31,0,0,0,0,0,0,0
lfi,mediatique,25,29,0,0,0,0,0,0,0
lfi,mediatique,26,31,0,0,0,0,0,0,0
lfi,mediatique,27,25,0,0,0,0,0,0,0
lfi,mediatique,28,29,0,0,0,0,0,0,0
lfi,mediatique,29,31,0,0,0,0,0,0,0
lfi,mediatique,30,29,0,0,0,0,0,0,0
lfi,mediatique,31,31,0,0,0,0,0,0,0
lfi,mediatique,32,29,0,0,0,0,0,0,0
lfi,mediatique,33,31,0,0,0,0,0,0,0
lfi,mediatique,34,25,0,0,0,0,0,0,0
lfi,mediatique,35,29,0,0,0,0,0,0,0
lfi,mediatique,36,29,0,0,0,0,0,0,0
lfi,mediatique,37,31,0,0,0,0,0,0,0
lfi,mediatique,38,25,0,0,0,0,0,0,0
lfi,mediatique,39,29,0,0,0,0,0,0,0
lfi,mediatique,40,29,0,0,0,0,0,0,0
lfi,mediatique,41,25,0,0,0,0,0,0,0
lfi,mediatique,42,25,0,0,0,0,0,0,0
lfi,mediatique,43,25,0,0,0,0,0,0,0
lfi,mediatique,44,25,0,0,0,0,0,0,0
lfi,mediatique,45,31,0,0,0,0,0,0,0
lfi,mediatique,46,31,0,0,0,0,0,0,0
lfi,mediatique,47,29,0,0,0,0,0,0,0
lfi,mediatique,48,25,0,0,0,0,0,0,0
lfi,mediatique,49,25,0,0,0,0,0,0,0
lfi,mediatique,50,31,0,0,0,0,0,0,0
lfi,mediatique,51,31,0,0,0,0,0,0,0
lfi,mediatique,52,29,0,0,0,0,0,0,0
lfi,mediatique,53,29,0,0,0,0,0,0,0
lfi,mediatique,54,31,0,0,0,0,0,0,0
lfi,mediatique,55,31,0,0,0,0,0,0,0
lfi,mediatique,56,25,0,0,0,0,0,0,0
lfi,mediatique,57,25,0,0,0,0,0,0,0
lfi,mediatique,58,29,0,0,0,0,0,0,0
lfi,mediatique,59,29,0,0,0,0,0,0,0
lfi,contrarien,0,25,0,0,0,0,0,0,0
lfi,contrarien,1,25,0,0,0,0,0,0,0
lfi,contrarien,2,25,0,0,0,0,0,0,0
lfi,contrarien,3,25,0,0,0,0,0,0,0
lfi,contrarien,4,31,0,0,0,0,0,0,0
lfi,contrarien,5,25,0,0,0,0,0,0,0
lfi,contrarien,6,25,0,0,0,0,0,0,0
lfi,contrarien,7,31,0,0,0,0,0,0,0
lfi,contrarien,8,25,0,0,0,0,0,0,0
lfi,contrarien,9,31,0,0,0,0,0,0,0
lfi,contrarien,10,25,0,0,0,0,0,0,0
lfi,contrarien,11,25,0,0,0,0,0,0,0
lfi,contrarien,12,25,0,0,0,0,0,0,0
lfi,contrarien,13,25,0,0,0,0,0,0,0
lfi,contrarien,14,25,0,0,0,0,0,0,0
lfi,contrarien,15,25,0,0,0,0,0,0,0
lfi,contrarien,16,25,0,0,0,0,0,0,0
lfi,contrarien,17,25,0,0,0,0,0,0,0
lfi,contrarien,18,25,0,0,0,0,0,0,0
lfi,contrarien,19,25,0,0,0,0,0,0,0
lfi,contrarien,20,25,0,0,0,0,0,0,0
lfi,contrarien,21,25,0,0,0,0,0,0,0
lfi,contrarien,22,25,0,0,0,0,0,0,0
lfi,contrarien,23,25,0,0,0,0,0,0,0
lfi,contrarien,24,29,0,0,0,0,0,0,0
lfi,contrarien,25,25,0,0,0,0,0,0,0
lfi,contrarien,26,25,0,0,0,0,0,0,0
lfi,contrarien,27,25,0,0,0,0,0,0,0
lfi,contrarien,28,31,0,0,0,0,0,0,0
lfi,contrarien,29,25,0,0,0,0,0,0,0
lfi,contrarien,30,29,0,0,0,0,0,0,0
lfi,contrarien,31,31,0,0,0,0,0,0,0
lfi,contrarien,32,25,0,0,0,0,0,0,0
lfi,contrarien,33,25,0,0,0,0,0,0,0
lfi,contrarien,34,25,0,0,0,0,0,0,0
lfi,contrarien,35,29,0,0,0,0,0,0,0
lfi,contrarien,36,25,0,0,0,0,0,0,0
lfi,contrarien,37,29,0,0,0,0,0,0,0
lfi,contrarien,38,25,0,0,0,0,0,0,0
lfi,contrarien,39,25,0,0,0,0,0,0,0
lfi,contrarien,40,25,0,0,0,0,0,0,0
lfi,contrarien,41,25,0,0,0,0,0,0,0
lfi,contrarien,42,25,0,0,0,0,0,0,0
lfi,contrarien,43,25,0,0,0,0,0,0,0
lfi,contrarien,44,25,0,0,0,0,0,0,0
lfi,contrarien,45,25,0,0,0,0,0,0,0
lfi,contrarien,46,25,0,0,0,0,0,0,0
lfi,contrarien,47,25,0,0,0,0,0,0,0
lfi,contrarien,48,25,0,0,0,0,0,0,0
lfi,contrarien,49,25,0,0,0,0,0,0,0
lfi,contrarien,50,31,0,0,0,0,0,0,0
lfi,contrarien,51,31,0,0,0,0,0,0,0
