variant,partyId,profile,seedIndex,decisions,finalScore,qualified,won,firstRoundScore,eventIdSetSize,eventIdSetHash,rankVolatility,pollStdev,rareOrChainOrConflictMoments,ideologyMoveTotal,actorMemoryEntries
E_no_ideology_effects,renaissance,strategist,7,31,69,true,true,14.1,31,47a17fc9,0.258,0.89,2,0,1
F_no_delayed_consequences,renaissance,strategist,7,31,74,true,true,15.4,31,b8c208c9,0.161,1.58,1,4.82,0
A_baseline,renaissance,cautious,0,31,80,true,true,15.6,31,3b3428ff,0.194,1.47,2,11.16,1
B1_no_opportunistic_randomness,renaissance,cautious,0,25,48,false,false,11.5,25,8b57b1ee,0.2,1.57,2,11.45,1
B2_no_rare_events,renaissance,cautious,0,29,67,true,false,13.5,29,4ac6c356,0.207,1.31,5,13.26,3
C_no_narrative_memory,renaissance,cautious,0,31,76,true,true,15.1,31,662caf22,0.194,1.17,5,11.83,0
E_no_ideology_effects,renaissance,cautious,0,31,72,true,true,13,31,c829e75f,0.129,1.36,3,0,3
F_no_delayed_consequences,renaissance,cautious,0,31,81,true,true,16.7,31,cd7f27d2,0.323,1.73,4,8.04,2
A_baseline,renaissance,cautious,1,31,74,true,true,13.5,31,285db696,0.194,1.79,3,12.93,2
B1_no_opportunistic_randomness,renaissance,cautious,1,31,75,true,true,15.5,31,7146cd98,0.129,1.22,2,9.12,2
B2_no_rare_events,renaissance,cautious,1,31,79,true,true,15.6,31,bf55d53,0.065,2.04,4,11.18,2
C_no_narrative_memory,renaissance,cautious,1,31,82,true,true,17.4,31,f644c78f,0.194,1.17,0,8.37,0
E_no_ideology_effects,renaissance,cautious,1,25,47,false,false,11.5,25,5c4426dd,0.2,1.3,2,0,1
F_no_delayed_consequences,renaissance,cautious,1,25,53,false,false,13.2,25,6cd60299,0.24,1.36,3,12.26,1
A_baseline,renaissance,cautious,2,29,70,true,false,14,29,1f7bd7e6,0.172,1.37,2,9.49,2
B1_no_opportunistic_randomness,renaissance,cautious,2,31,77,true,true,15,31,e22eb749,0.29,1.43,4,6.25,1
B2_no_rare_events,renaissance,cautious,2,25,52,false,false,12.7,25,8c409cab,0.28,1.35,4,7.11,3
C_no_narrative_memory,renaissance,cautious,2,29,71,true,false,15.2,29,4330752e,0.241,1.45,4,13.01,0
E_no_ideology_effects,renaissance,cautious,2,25,51,false,false,13,25,7d5115d0,0.44,1.7,4,0,4
F_no_delayed_consequences,renaissance,cautious,2,31,75,true,true,13.4,31,1de9ce94,0.065,1.63,0,9.89,1
A_baseline,renaissance,cautious,3,25,55,false,false,14.4,25,5cc7c3c0,0.48,1.62,2,5.67,1
B1_no_opportunistic_randomness,renaissance,cautious,3,31,81,true,true,18.4,31,be934754,0.065,2.14,3,11.37,2
B2_no_rare_events,renaissance,cautious,3,31,88,true,true,20.4,31,fa116b9a,0.161,2.05,4,11.15,2
C_no_narrative_memory,renaissance,cautious,3,25,47,false,false,11.2,25,21f0f0e6,0.28,1.01,3,8.67,0
E_no_ideology_effects,renaissance,cautious,3,31,73,true,true,14.3,31,f94598ee,0.065,1.26,4,0,2
F_no_delayed_consequences,renaissance,cautious,3,31,80,true,true,15.8,31,ee609657,0.194,1.72,3,9.66,1
A_baseline,renaissance,cautious,4,31,77,true,true,14.4,31,387724c9,0.161,1.9,3,6.11,1
B1_no_opportunistic_randomness,renaissance,cautious,4,25,55,false,false,14,25,e8c41efd,0.36,1.07,2,9.32,1
B2_no_rare_events,renaissance,cautious,4,31,82,true,true,17.2,31,ca16ab5,0.129,1.41,0,5.1,1
C_no_narrative_memory,renaissance,cautious,4,31,79,true,true,15.8,31,b50b4107,0.258,1.45,2,8.37,0
E_no_ideology_effects,renaissance,cautious,4,31,76,true,true,15.9,31,490e4195,0.129,1.46,1,0,0
F_no_delayed_consequences,renaissance,cautious,4,31,81,true,true,16.6,31,4fdc0e94,0.258,1.77,1,8.24,1
A_baseline,renaissance,cautious,5,25,57,false,false,13.4,25,7bb71b67,0.2,1.79,5,13.97,1
B1_no_opportunistic_randomness,renaissance,cautious,5,31,76,true,true,14.1,31,561f4096,0.194,1.06,3,3.95,1
B2_no_rare_events,renaissance,cautious,5,31,77,true,true,15.4,31,2a73cc62,0.129,1.69,1,6.81,1
C_no_narrative_memory,renaissance,cautious,5,25,56,false,false,13.9,25,58af31c9,0.2,1.35,3,3.57,0
E_no_ideology_effects,renaissance,cautious,5,25,53,false,false,13.4,25,6e843941,0.24,1.19,3,0,2
F_no_delayed_consequences,renaissance,cautious,5,29,68,true,false,13.2,29,fae1948f,0.103,1.32,5,13.32,4
A_baseline,renaissance,cautious,6,31,76,true,true,14.8,31,62119fbd,0.097,1.1,2,7.59,2
B1_no_opportunistic_randomness,renaissance,cautious,6,31,80,true,true,15.5,31,8d495e14,0.129,1.45,2,11.77,0
B2_no_rare_events,renaissance,cautious,6,31,79,true,true,15.6,31,a93336e4,0.194,1.6,0,13.71,0
C_no_narrative_memory,renaissance,cautious,6,31,75,true,true,13.6,31,e73e5f2e,0.129,1.31,3,6.42,0
E_no_ideology_effects,renaissance,cautious,6,31,77,true,true,17,31,c1ae19d7,0.323,1.52,1,0,3
F_no_delayed_consequences,renaissance,cautious,6,31,76,true,true,14.8,31,f459a902,0.065,1.73,2,9.11,1
A_baseline,renaissance,cautious,7,31,75,true,true,15.4,31,6ffbcde9,0.129,1.47,3,8.67,2
B1_no_opportunistic_randomness,renaissance,cautious,7,29,69,true,false,13.1,29,41f7cb5f,0.31,1.74,4,12.6,2
B2_no_rare_events,renaissance,cautious,7,25,50,false,false,11.6,25,62ec6413,0.36,1.29,1,10.58,2
C_no_narrative_memory,renaissance,cautious,7,31,74,true,true,15.9,31,5a13ceb2,0.323,1.56,2,7.82,0
E_no_ideology_effects,renaissance,cautious,7,31,74,true,true,14.5,31,51d257b8,0.161,1.05,2,0,3
F_no_delayed_consequences,renaissance,cautious,7,31,76,true,true,14.7,31,a332bb96,0.194,1.53,1,5.56,0
A_baseline,renaissance,beginner,0,31,80,true,true,16.2,31,498047b4,0.258,1.42,3,3.15,2
B1_no_opportunistic_randomness,renaissance,beginner,0,25,58,false,false,13.3,25,6dd963b2,0.2,1.86,4,11.54,2
B2_no_rare_events,renaissance,beginner,0,29,70,true,false,14.8,29,c7ce04a5,0.138,1.48,3,12.72,3
C_no_narrative_memory,renaissance,beginner,0,31,82,true,true,17.4,31,8b1bf42,0.194,1.95,4,12.36,0
E_no_ideology_effects,renaissance,beginner,0,31,68,true,true,13.1,31,6ebedde6,0.323,1.05,4,0,3
F_no_delayed_consequences,renaissance,beginner,0,31,79,true,true,16.5,31,4d3141f6,0.323,1.54,1,8.86,2
A_baseline,renaissance,beginner,1,25,54,false,false,12.4,25,43e16421,0.2,1.47,0,12.41,1
B1_no_opportunistic_randomness,renaissance,beginner,1,31,77,true,true,16.1,31,3f21f8d3,0.065,1.28,5,9.84,2
B2_no_rare_events,renaissance,beginner,1,31,79,true,true,15,31,b79dc5cf,0.065,1.79,3,8.75,0
C_no_narrative_memory,renaissance,beginner,1,31,87,true,true,19.7,31,5fc05f3e,0.065,2.01,1,20.91,0
E_no_ideology_effects,renaissance,beginner,1,25,53,false,false,12.6,25,156aacb5,0.16,1.48,2,0,0
F_no_delayed_consequences,renaissance,beginner,1,25,56,false,false,13.3,25,c526253f,0.16,1.38,3,9.44,2
A_baseline,renaissance,beginner,2,29,69,true,false,14.7,29,f580bf19,0.172,1.44,2,14.65,3
B1_no_opportunistic_randomness,renaissance,beginner,2,31,80,true,true,15.9,31,d4bbc193,0.226,1.65,5,11.48,2
B2_no_rare_events,renaissance,beginner,2,31,76,true,true,13.7,31,a004a68,0.323,1.35,4,12.69,3
C_no_narrative_memory,renaissance,beginner,2,31,78,true,true,15.5,31,594b8f33,0.226,1.61,2,19.19,0
E_no_ideology_effects,renaissance,beginner,2,25,51,false,false,12.4,25,e18a85a,0.48,1.51,5,0,3
F_no_delayed_consequences,renaissance,beginner,2,31,72,true,true,13.2,31,b5e466e3,0.065,1.5,0,9.58,1
A_baseline,renaissance,beginner,3,25,55,false,false,14,25,5aed7f4a,0.36,1.43,5,5.51,1
B1_no_opportunistic_randomness,renaissance,beginner,3,31,84,true,true,18.1,31,107482b0,0.097,2.21,4,14.35,4
B2_no_rare_events,renaissance,beginner,3,31,79,true,true,15.3,31,73bef1bb,0.161,1.67,1,13.6,0
C_no_narrative_memory,renaissance,beginner,3,25,56,false,false,12.2,25,8b82db1,0.28,1.25,2,14.17,0
E_no_ideology_effects,renaissance,beginner,3,29,66,true,false,14.8,29,83eada4e,0.069,1.22,5,0,2
F_no_delayed_consequences,renaissance,beginner,3,31,77,true,true,15.2,31,46a2639e,0.323,1.55,2,11.83,1
A_baseline,renaissance,beginner,4,31,79,true,true,14.8,31,80ef1f00,0.226,2.06,3,10.7,2
B1_no_opportunistic_randomness,renaissance,beginner,4,31,77,true,true,14.7,31,b34cfca8,0.161,1.62,2,6.25,2
B2_no_rare_events,renaissance,beginner,4,31,83,true,true,17.6,31,88a5d623,0.065,1.51,1,13.79,0
C_no_narrative_memory,renaissance,beginner,4,31,78,true,true,16.3,31,eb5441d6,0.161,1.51,2,6.47,0
E_no_ideology_effects,renaissance,beginner,4,31,76,true,true,16,31,ed1ac342,0.065,1.5,1,0,1
F_no_delayed_consequences,renaissance,beginner,4,31,87,true,true,19.4,31,fe4b25c8,0.194,2.14,4,18.72,2
A_baseline,renaissance,beginner,5,25,54,false,false,12.5,25,aff087ed,0.24,1.62,2,18.35,1
B1_no_opportunistic_randomness,renaissance,beginner,5,31,78,true,true,14.8,31,170d8f8d,0.194,1.27,4,14.72,4
B2_no_rare_events,renaissance,beginner,5,31,77,true,true,15.2,31,16e6f53b,0.129,1.68,1,5.88,2
C_no_narrative_memory,renaissance,beginner,5,25,53,false,false,13.4,25,69eca085,0.24,1.34,2,6.47,0
E_no_ideology_effects,renaissance,beginner,5,25,52,false,false,13.3,25,484c61ae,0.32,1.17,1,0,1
F_no_delayed_consequences,renaissance,beginner,5,31,78,true,true,15,31,ee329348,0.032,1.88,1,13.03,3
A_baseline,renaissance,beginner,6,31,74,true,true,15.5,31,162140bf,0.097,1.21,2,11.67,2
B1_no_opportunistic_randomness,renaissance,beginner,6,31,81,true,true,16.1,31,ca06223,0.194,1.62,1,4.01,0
B2_no_rare_events,renaissance,beginner,6,31,79,true,true,15.8,31,ea98058f,0.194,1.7,3,7.59,3
C_no_narrative_memory,renaissance,beginner,6,29,70,true,false,15.5,29,dcb21441,0.138,1.35,7,9.65,0
E_no_ideology_effects,renaissance,beginner,6,31,78,true,true,17.2,31,8a91d097,0.323,1.55,2,0,2
F_no_delayed_consequences,renaissance,beginner,6,31,78,true,true,14.7,31,f459a902,0.065,1.68,2,16.83,2
A_baseline,renaissance,beginner,7,31,82,true,true,17.1,31,1c7f12f7,0.129,2.06,3,11.9,3
B1_no_opportunistic_randomness,renaissance,beginner,7,31,84,true,true,17.7,31,aa1cd6a,0.226,1.78,0,16.23,2
B2_no_rare_events,renaissance,beginner,7,31,77,true,true,14.3,31,70e74f55,0.323,1.97,2,8.57,3
C_no_narrative_memory,renaissance,beginner,7,31,84,true,true,18.2,31,5a13ceb2,0.161,2.13,2,9.3,0
E_no_ideology_effects,renaissance,beginner,7,31,73,true,true,14.7,31,47a17fc9,0.097,1.12,2,0,2
F_no_delayed_consequences,renaissance,beginner,7,31,76,true,true,14.9,31,b8c208c9,0.226,1.65,1,5.39,0
A_baseline,horizons,strategist,0,31,84,true,true,14.2,31,88b1c2a3,0.194,1.37,3,15.02,4
B1_no_opportunistic_randomness,horizons,strategist,0,31,94,true,true,19,31,c4ed8994,0.194,2.4,0,17.7,0
B2_no_rare_events,horizons,strategist,0,31,88,true,true,16.7,31,2912b782,0.226,1.6,4,17.16,4
C_no_narrative_memory,horizons,strategist,0,31,88,true,true,15.4,31,323e053f,0.194,1.34,2,14.75,0
E_no_ideology_effects,horizons,strategist,0,31,86,true,true,15.6,31,f2576c1c,0.194,1.39,3,0,2
F_no_delayed_consequences,horizons,strategist,0,31,87,true,true,14.9,31,30bcf01b,0.065,1.39,1,16.58,1
A_baseline,horizons,strategist,1,31,86,true,true,16.1,31,2cf67a59,0.29,1.12,2,13.65,1
B1_no_opportunistic_randomness,horizons,strategist,1,31,90,true,true,16.5,31,8b83671c,0.097,1.49,6,9.87,3
B2_no_rare_events,horizons,strategist,1,31,89,true,true,15.8,31,c3d4b8c,0.129,1.82,1,9.2,2
C_no_narrative_memory,horizons,strategist,1,29,81,true,false,15.8,29,b297edc0,0.241,2.1,2,12.28,0
E_no_ideology_effects,horizons,strategist,1,31,81,true,true,13.5,31,7aa80cf2,0.323,1.95,0,0,1
F_no_delayed_consequences,horizons,strategist,1,31,92,true,true,18.1,31,e3917d3,0.161,1.54,1,16.34,1
A_baseline,horizons,strategist,2,25,66,false,false,12.9,25,4118e6f0,0.2,0.98,5,9.14,4
B1_no_opportunistic_randomness,horizons,strategist,2,31,81,true,true,13,31,18920fba,0.129,1.41,4,20.39,1
B2_no_rare_events,horizons,strategist,2,31,89,true,true,16.9,31,e25a9637,0.194,1.49,4,14.87,5
C_no_narrative_memory,horizons,strategist,2,25,61,false,false,11.8,25,a174579c,0.16,0.89,1,12.88,0
E_no_ideology_effects,horizons,strategist,2,31,88,true,true,17.7,31,6c8e0901,0.323,1.49,3,0,3
F_no_delayed_consequences,horizons,strategist,2,31,86,true,true,17.5,31,b76f6ceb,0.129,1.25,2,13.86,2
A_baseline,horizons,strategist,3,31,89,true,true,15.3,31,2b96163b,0.29,2.05,3,13.47,4
B1_no_opportunistic_randomness,horizons,strategist,3,31,92,true,true,18.2,31,50483240,0.194,2.22,0,14.98,1
B2_no_rare_events,horizons,strategist,3,31,92,true,true,19.5,31,47e998c8,0.226,1.38,4,17.22,3
C_no_narrative_memory,horizons,strategist,3,29,80,true,false,15.8,29,e2360454,0.31,1.46,2,14.36,0
E_no_ideology_effects,horizons,strategist,3,31,83,true,true,14.2,31,1beedd46,0.29,1.55,2,0,4
F_no_delayed_consequences,horizons,strategist,3,31,86,true,true,13.3,31,a5824eda,0.129,1.26,2,15.11,5
A_baseline,horizons,strategist,4,31,84,true,true,15.8,31,7ea07b1b,0.387,1.05,2,15.39,0
B1_no_opportunistic_randomness,horizons,strategist,4,31,87,true,true,14.4,31,ad558850,0.226,2.14,4,12.8,4
B2_no_rare_events,horizons,strategist,4,25,59,false,false,11.8,25,78423eb7,0.4,1.29,1,16.59,2
C_no_narrative_memory,horizons,strategist,4,31,87,true,true,14.3,31,699e0bc,0.258,1.26,3,12.63,0
E_no_ideology_effects,horizons,strategist,4,25,56,false,false,12,25,aa9ee60f,0.28,1.33,6,0,5
F_no_delayed_consequences,horizons,strategist,4,31,85,true,true,15,31,1aee4ace,0.258,0.88,1,15.86,1
A_baseline,horizons,strategist,5,31,88,true,true,16.1,31,cb1e9f91,0.258,1.25,3,22.58,1
B1_no_opportunistic_randomness,horizons,strategist,5,31,90,true,true,14.9,31,89c399bd,0.129,1.55,2,14.93,2
B2_no_rare_events,horizons,strategist,5,31,93,true,true,19.8,31,f39ac1e7,0.258,2.7,0,10.17,3
C_no_narrative_memory,horizons,strategist,5,25,69,false,false,13.5,25,f4b4c4a9,0.24,1.53,5,21.11,0
E_no_ideology_effects,horizons,strategist,5,31,85,true,true,16.7,31,8cbd5ae,0.258,1.59,3,0,3
F_no_delayed_consequences,horizons,strategist,5,31,89,true,true,17.4,31,bb060f3d,0.129,1.4,4,14.2,3
A_baseline,horizons,strategist,6,25,69,false,false,13.6,25,70da6e27,0.32,1.29,3,15.37,3
B1_no_opportunistic_randomness,horizons,strategist,6,25,59,false,false,12.5,25,212284f1,0.44,1.23,3,25.41,0
B2_no_rare_events,horizons,strategist,6,25,63,false,false,12.3,25,e0d26899,0.08,1.07,0,13.22,1
C_no_narrative_memory,horizons,strategist,6,31,88,true,true,17.6,31,3492e895,0.129,1.84,1,16.33,0
E_no_ideology_effects,horizons,strategist,6,29,75,true,false,13.7,29,811e74b9,0.172,1.08,5,0,2
F_no_delayed_consequences,horizons,strategist,6,31,89,true,true,16.3,31,1f8191c9,0.129,1.38,1,12.65,1
A_baseline,horizons,strategist,7,31,88,true,true,15.2,31,8056b28f,0.161,1.79,3,12.95,3
B1_no_opportunistic_randomness,horizons,strategist,7,31,93,true,true,18.8,31,d75de01e,0.065,1.59,2,12.09,1
B2_no_rare_events,horizons,strategist,7,31,88,true,true,14.9,31,7721d42f,0.161,1.37,2,7.73,3
C_no_narrative_memory,horizons,strategist,7,29,76,true,false,13.5,29,74972126,0.345,1.13,1,14.52,0
E_no_ideology_effects,horizons,strategist,7,31,86,true,true,17.5,31,8e51f8fa,0.129,1.42,2,0,3
F_no_delayed_consequences,horizons,strategist,7,31,89,true,true,15.8,31,26395460,0.065,1.72,0,2.31,0
A_baseline,horizons,cautious,0,31,90,true,true,16.5,31,b976a74b,0.129,1.55,1,7.8,2
B1_no_opportunistic_randomness,horizons,cautious,0,31,90,true,true,16,31,6026452b,0.194,1.62,3,15.76,0
B2_no_rare_events,horizons,cautious,0,31,91,true,true,16.1,31,9ccec928,0.226,1.53,3,12.98,2
C_no_narrative_memory,horizons,cautious,0,31,91,true,true,15.7,31,323e053f,0.129,1.43,2,9.59,0
E_no_ideology_effects,horizons,cautious,0,31,86,true,true,14.8,31,14baae7,0.194,1.34,3,0,3
F_no_delayed_consequences,horizons,cautious,0,31,88,true,true,14.3,31,34f3edb9,0.065,1.52,2,11.66,2
A_baseline,horizons,cautious,1,31,88,true,true,17.2,31,6b88a904,0.194,1.49,2,10.67,1
B1_no_opportunistic_randomness,horizons,cautious,1,31,84,true,true,12.6,31,8d3f6c22,0.097,1.76,4,5.38,2
B2_no_rare_events,horizons,cautious,1,31,90,true,true,15.9,31,c3d4b8c,0.161,1.82,1,11.02,2
C_no_narrative_memory,horizons,cautious,1,31,87,true,true,16.8,31,889fecd7,0.323,1.61,4,10.37,0
E_no_ideology_effects,horizons,cautious,1,31,81,true,true,13,31,7aa80cf2,0.29,1.96,0,0,1
F_no_delayed_consequences,horizons,cautious,1,31,94,true,true,18.5,31,4ef6ec1c,0.097,1.69,1,12.8,1
A_baseline,horizons,cautious,2,29,80,true,false,13.3,29,2964cdc,0.172,1.31,4,8.36,4
B1_no_opportunistic_randomness,horizons,cautious,2,25,64,false,false,12.5,25,1bb49ed6,0.16,1.61,1,3.98,0
B2_no_rare_events,horizons,cautious,2,31,90,true,true,16.9,31,317e6272,0.129,1.16,3,9.69,3
C_no_narrative_memory,horizons,cautious,2,25,68,false,false,13.3,25,b19979e3,0.16,1.28,1,8.88,0
E_no_ideology_effects,horizons,cautious,2,29,81,true,false,17.1,29,ec03e5b3,0.379,1.38,3,0,3
F_no_delayed_consequences,horizons,cautious,2,29,81,true,false,15,29,7010a3ee,0.138,1.52,2,6.09,2
A_baseline,horizons,cautious,3,31,90,true,true,16.8,31,b14092fb,0.129,1.38,1,10.92,3
B1_no_opportunistic_randomness,horizons,cautious,3,31,90,true,true,16.5,31,fc87d971,0.194,1.87,0,11.06,1
B2_no_rare_events,horizons,cautious,3,31,95,true,true,20,31,cc2b09e,0.226,1.57,3,12.02,2
C_no_narrative_memory,horizons,cautious,3,29,85,true,false,16.2,29,9f1a15ce,0.241,1.54,2,9.03,0
E_no_ideology_effects,horizons,cautious,3,29,80,true,false,15.3,29,8402a792,0.276,1.84,2,0,4
F_no_delayed_consequences,horizons,cautious,3,31,89,true,true,14.5,31,17b76b70,0.097,1.78,3,11.34,5
A_baseline,horizons,cautious,4,31,92,true,true,17.8,31,6c1a365c,0.129,1.28,2,7.34,0
B1_no_opportunistic_randomness,horizons,cautious,4,31,91,true,true,18.1,31,6224f3c3,0.226,1.47,3,8.6,3
B2_no_rare_events,horizons,cautious,4,29,79,true,false,13.6,29,43f45854,0.31,1.73,1,3.44,2
C_no_narrative_memory,horizons,cautious,4,31,88,true,true,15.5,31,2c90b396,0.065,1.53,2,11.92,0
E_no_ideology_effects,horizons,cautious,4,25,57,false,false,11.8,25,e4c7edf5,0.24,1.24,5,0,4
F_no_delayed_consequences,horizons,cautious,4,31,88,true,true,16.4,31,a95c3de8,0.194,1,2,5.17,2
A_baseline,horizons,cautious,5,31,91,true,true,16.7,31,e3704abd,0.194,1.43,3,9.89,1
B1_no_opportunistic_randomness,horizons,cautious,5,29,85,true,false,15.9,29,4bcd8e98,0.138,1.88,5,13.66,4
B2_no_rare_events,horizons,cautious,5,31,89,true,true,15.8,31,ac2a29de,0.226,1.96,0,11.55,3
C_no_narrative_memory,horizons,cautious,5,25,66,false,false,12.8,25,4090dddb,0.24,1.47,4,14.81,0
E_no_ideology_effects,horizons,cautious,5,31,87,true,true,16.2,31,ab14b370,0.194,1.62,2,0,2
F_no_delayed_consequences,horizons,cautious,5,31,93,true,true,18.6,31,d20027a5,0.129,1.87,3,11.26,2
A_baseline,horizons,cautious,6,31,88,true,true,14,31,42e03fef,0.161,1.78,3,6.68,4
B1_no_opportunistic_randomness,horizons,cautious,6,25,61,false,false,11.2,25,d76287a5,0.44,1.56,0,7.62,0
B2_no_rare_events,horizons,cautious,6,25,67,false,false,12.4,25,2e9ef362,0.08,1.39,1,14.88,1
C_no_narrative_memory,horizons,cautious,6,25,63,false,false,12.5,25,58d41ef3,0.24,1.07,3,8.98,0
E_no_ideology_effects,horizons,cautious,6,31,83,true,true,13.7,31,6b1436ef,0.194,1.18,5,0,1
F_no_delayed_consequences,horizons,cautious,6,31,89,true,true,15.8,31,cb45f675,0.129,1.29,1,8.25,1
A_baseline,horizons,cautious,7,31,91,true,true,16.3,31,c486121f,0.194,1.91,2,11.53,2
B1_no_opportunistic_randomness,horizons,cautious,7,31,92,true,true,17.5,31,5a158152,0.065,1.33,1,12.13,1
B2_no_rare_events,horizons,cautious,7,31,89,true,true,14.8,31,2d37bd89,0.226,1.49,2,13.48,2
C_no_narrative_memory,horizons,cautious,7,25,62,false,false,12.7,25,5c411968,0.4,1.3,0,8.71,0
E_no_ideology_effects,horizons,cautious,7,31,90,true,true,18.1,31,62ba4a99,0.065,1.85,2,0,2
F_no_delayed_consequences,horizons,cautious,7,31,91,true,true,17.1,31,1359ef3a,0.065,2.1,0,6.33,0
A_baseline,horizons,beginner,0,31,90,true,true,16.1,31,7ed72070,0.194,1.47,1,8.22,1
B1_no_opportunistic_randomness,horizons,beginner,0,31,91,true,true,16.5,31,6026452b,0.194,1.71,3,18.52,0
B2_no_rare_events,horizons,beginner,0,31,89,true,true,15.9,31,52325d09,0.226,1.5,5,16.41,3
C_no_narrative_memory,horizons,beginner,0,31,91,true,true,15.5,31,abbfaf56,0.129,1.43,1,10.78,0
E_no_ideology_effects,horizons,beginner,0,31,88,true,true,15.6,31,90ea8970,0.258,1.56,2,0,3
F_no_delayed_consequences,horizons,beginner,0,31,90,true,true,15.2,31,2b990524,0.065,1.67,2,13.66,2
A_baseline,horizons,beginner,1,31,88,true,true,16.6,31,2cf67a59,0.258,1.25,2,15.9,1
B1_no_opportunistic_randomness,horizons,beginner,1,31,88,true,true,15.6,31,b2f07dff,0.129,1.28,6,13.55,1
B2_no_rare_events,horizons,beginner,1,31,90,true,true,15.6,31,d315c21f,0.129,1.49,3,10.57,3
C_no_narrative_memory,horizons,beginner,1,31,91,true,true,17.8,31,cf8021df,0.387,1.97,1,12.06,0
E_no_ideology_effects,horizons,beginner,1,31,82,true,true,13.1,31,7aa80cf2,0.29,1.89,0,0,1
F_no_delayed_consequences,horizons,beginner,1,31,90,true,true,17.7,31,fc515d83,0.097,1.46,1,11.89,1
A_baseline,horizons,beginner,2,31,88,true,true,14,31,bfc28f08,0.161,1.67,5,14.16,2
B1_no_opportunistic_randomness,horizons,beginner,2,31,84,true,true,12.6,31,cf2da88c,0.194,1.56,3,13.46,0
B2_no_rare_events,horizons,beginner,2,31,93,true,true,17.2,31,f87fb01a,0.065,1.41,3,7.49,4
C_no_narrative_memory,horizons,beginner,2,25,66,false,false,13,25,e509111,0.16,1.11,1,11.11,0
E_no_ideology_effects,horizons,beginner,2,31,82,true,true,13.2,31,4413bc49,0.29,1.91,3,0,2
F_no_delayed_consequences,horizons,beginner,2,31,84,true,true,13.9,31,1abd4d8e,0.129,1.09,2,9.76,2
A_baseline,horizons,beginner,3,31,93,true,true,17.5,31,c07f541,0.323,1.79,3,25.85,2
B1_no_opportunistic_randomness,horizons,beginner,3,31,89,true,true,16.5,31,750fe727,0.258,1.83,1,17.9,1
B2_no_rare_events,horizons,beginner,3,29,83,true,false,15.1,29,dd0d77f8,0.276,1.58,5,11.82,4
C_no_narrative_memory,horizons,beginner,3,29,85,true,false,16.2,29,e2360454,0.241,1.58,2,7.39,0
E_no_ideology_effects,horizons,beginner,3,29,80,true,false,15.1,29,d4b4d04e,0.345,1.73,2,0,4
F_no_delayed_consequences,horizons,beginner,3,31,88,true,true,14,31,f1541bdd,0.129,1.68,2,16.54,4
A_baseline,horizons,beginner,4,31,92,true,true,18.3,31,951917dd,0.129,1.3,2,10.51,0
B1_no_opportunistic_randomness,horizons,beginner,4,31,92,true,true,18.5,31,2bb3ffd8,0.226,1.58,2,12.45,2
B2_no_rare_events,horizons,beginner,4,29,81,true,false,13.8,29,ee7da81a,0.276,1.79,4,13.37,2
C_no_narrative_memory,horizons,beginner,4,31,87,true,true,14.5,31,29deb24e,0.065,1.57,1,14.21,0
E_no_ideology_effects,horizons,beginner,4,25,58,false,false,12.2,25,86c12d9d,0.2,1.31,4,0,4
F_no_delayed_consequences,horizons,beginner,4,31,92,true,true,16.6,31,42f05a54,0.065,1.56,0,19.2,2
A_baseline,horizons,beginner,5,31,93,true,true,17.4,31,21d5f02,0.194,1.59,3,13.8,1
B1_no_opportunistic_randomness,horizons,beginner,5,31,89,true,true,14,31,89c399bd,0.129,1.39,2,15.21,3
B2_no_rare_events,horizons,beginner,5,25,63,false,false,11.7,25,9d56f999,0.24,1.67,2,11.69,3
C_no_narrative_memory,horizons,beginner,5,25,69,false,false,13.2,25,48f53bb5,0.16,1.55,6,15.88,0
E_no_ideology_effects,horizons,beginner,5,31,88,true,true,16.5,31,58ad56ac,0.258,1.61,3,0,3
F_no_delayed_consequences,horizons,beginner,5,31,93,true,true,18.1,31,aeee63b0,0.129,1.7,2,8.08,3
A_baseline,horizons,beginner,6,25,68,false,false,13,25,93759d11,0.2,1.4,5,9.74,3
B1_no_opportunistic_randomness,horizons,beginner,6,25,59,false,false,11.3,25,d76287a5,0.44,1.5,0,17.88,0
B2_no_rare_events,horizons,beginner,6,31,87,true,true,13.2,31,54fc8e76,0.065,1.54,1,15.48,1
C_no_narrative_memory,horizons,beginner,6,31,88,true,true,14.2,31,d670791,0.129,1.45,2,10.76,0
E_no_ideology_effects,horizons,beginner,6,31,88,true,true,14.9,31,1090aa6c,0.129,1.4,4,0,1
F_no_delayed_consequences,horizons,beginner,6,31,91,true,true,16.5,31,228983f1,0.129,1.43,1,13.61,1
A_baseline,horizons,beginner,7,31,85,true,true,14.8,31,6cdf74dc,0.129,1.66,1,18.12,0
B1_no_opportunistic_randomness,horizons,beginner,7,31,94,true,true,18.3,31,ec2a4c23,0.065,1.66,1,18.01,2
B2_no_rare_events,horizons,beginner,7,31,91,true,true,15.1,31,4a360958,0.161,1.47,1,12.12,3
C_no_narrative_memory,horizons,beginner,7,31,90,true,true,15.1,31,ccb87be7,0.194,1.78,0,9.02,0
E_no_ideology_effects,horizons,beginner,7,31,88,true,true,17.4,31,3f197681,0.194,1.86,2,0,2
F_no_delayed_consequences,horizons,beginner,7,31,93,true,true,16.8,31,4005b197,0.065,2.02,0,13.97,1
A_baseline,lr,strategist,0,31,86,true,true,16.7,31,aacfb280,0.323,1.74,2,25.63,4
