margin_d0,margin_d0.25,margin_d0.4,margin_d0.5,margin_d0.62,margin_d0.75,margin_d1,runKey,agent,finalistLeft,finalistRight,r1ScoreLeft,r1ScoreRight,r1Margin,r2ScoreLeft,r2ScoreRight,r2Margin,r2Winner,favoriteAtR1,favoriteWonR2,playerIsFinalist,playerWon,turnout,detLeftAt62,detRightAt62,detMarginAt62,detMarginAt100,detMarginAt0,retainedShareLeft,retainedShareRight,transferredShareLeft,transferredShareRight,dampingContributionToMargin
11.68,15.02,17.02,18.36,19.96,21.7,25.04,renaissance:ideologiquement_coherent:254,ideologiquement_coherent,renaissance,rn,24.6,15,9.6,57.4,42.6,14.8,renaissance,renaissance,true,true,true,71.3,59.98,40.02,19.96,25.04,11.68,62.1,37.9,21.98,15.91,5.08
8.7,8.84,8.92,8.96,9.02,9.1,9.24,renaissance:ideologiquement_coherent:255,ideologiquement_coherent,renaissance,horizons,21.5,14.4,7.1,48.1,51.9,3.8,horizons,renaissance,false,true,false,70.5,54.51,45.49,9.02,9.24,8.7,59.8,40.2,20.09,19.85,0.22
17.46,18.68,19.42,19.92,20.52,21.16,22.38,renaissance:ideologiquement_coherent:256,ideologiquement_coherent,renaissance,horizons,28.2,13.6,14.6,56.3,43.7,12.6,renaissance,renaissance,true,true,true,70.7,60.26,39.74,20.52,22.38,17.46,67.3,32.7,19.34,17.09,1.86
9.64,12.94,14.92,16.24,17.84,19.56,22.86,renaissance:ideologiquement_coherent:257,ideologiquement_coherent,renaissance,rn,22.5,14.5,8,58.4,41.6,16.8,renaissance,renaissance,true,true,true,70.9,58.92,41.08,17.84,22.86,9.64,60.5,39.5,22.44,16.56,5.02
10.42,11.08,11.5,11.76,12.1,12.44,13.12,renaissance:ideologiquement_coherent:258,ideologiquement_coherent,renaissance,horizons,22,13.6,8.4,53.9,46.1,7.8,renaissance,renaissance,true,true,true,70.3,56.05,43.95,12.1,13.12,10.42,61.7,38.3,20.35,19.16,1.02
4.08,4.82,5.28,5.58,5.94,6.32,7.08,renaissance:ideologiquement_coherent:259,ideologiquement_coherent,renaissance,horizons,17,13.7,3.3,51.7,48.3,3.4,renaissance,renaissance,true,true,true,70.1,52.97,47.03,5.94,7.08,4.08,55.2,44.8,21.61,20.32,1.14
14.2,14.8,15.14,15.38,15.68,15.98,16.58,renaissance:ideologiquement_coherent:260,ideologiquement_coherent,renaissance,ps,26.4,14.6,11.8,56.7,43.3,13.4,renaissance,renaissance,true,true,true,71.2,57.84,42.16,15.68,16.58,14.2,64.4,35.6,19.39,18.3,0.9
6.18,6.22,6.26,6.28,6.3,6.32,6.38,renaissance:ideologiquement_coherent:261,ideologiquement_coherent,renaissance,nouvelle_energie,20.1,14.8,5.3,51.1,48.9,2.2,renaissance,renaissance,true,true,true,71.2,53.15,46.85,6.3,6.38,6.18,57.5,42.5,22.41,22.32,0.08
7.84,11.72,14.04,15.6,17.46,19.48,23.36,renaissance:ideologiquement_coherent:262,ideologiquement_coherent,renaissance,rn,20.6,14.4,6.2,60.4,39.6,20.8,renaissance,renaissance,true,true,true,71.1,58.73,41.27,17.46,23.36,7.84,58.9,41.1,23.42,16.56,5.9
9.08,9.62,9.96,10.16,10.44,10.72,11.26,renaissance:ideologiquement_coherent:263,ideologiquement_coherent,renaissance,horizons,20.8,13.4,7.4,58.1,41.9,16.2,renaissance,renaissance,true,true,true,70.3,55.22,44.78,10.44,11.26,9.08,60.7,39.3,20.89,19.93,0.82
9.36,10.58,11.3,11.8,12.38,13,14.22,renaissance:ideologiquement_coherent:264,ideologiquement_coherent,renaissance,ps,20.7,13,7.7,60.2,39.8,20.4,renaissance,renaissance,true,true,true,70.6,56.19,43.81,12.38,14.22,9.36,61.3,38.7,22.28,20.1,1.84
5.26,9.2,11.56,13.14,15.02,17.06,21,renaissance:ideologiquement_coherent:265,ideologiquement_coherent,renaissance,rn,19.1,15,4.1,52.8,47.2,5.6,renaissance,renaissance,true,true,true,71.1,57.51,42.49,15.02,21,5.26,56.1,43.9,23.77,16.82,5.98
0,1.42,2.26,2.84,3.52,4.26,5.66,renaissance:ideologiquement_coherent:266,ideologiquement_coherent,renaissance,ps,16.6,16.5,0.1,53.1,46.9,6.2,renaissance,renaissance,true,true,true,70.9,51.76,48.24,3.52,5.66,0,50,50,23.57,20.97,2.14
5.08,8.22,10.1,11.36,12.88,14.52,17.66,renaissance:ideologiquement_coherent:267,ideologiquement_coherent,renaissance,rn,17.9,13.7,4.2,55,45,10,renaissance,renaissance,true,true,true,70.8,56.44,43.56,12.88,17.66,5.08,56.3,43.7,23.74,18.26,4.78
9.32,12.92,15.08,16.5,18.24,20.1,23.7,renaissance:ideologiquement_coherent:268,ideologiquement_coherent,renaissance,rn,21.2,13.7,7.5,60.5,39.5,21,renaissance,renaissance,true,true,true,71,59.12,40.88,18.24,23.7,9.32,60.7,39.3,23.26,16.9,5.46
9.78,10.22,10.5,10.68,10.88,11.12,11.56,renaissance:ideologiquement_coherent:269,ideologiquement_coherent,renaissance,horizons,22.7,14.8,7.9,56.5,43.5,13,renaissance,renaissance,true,true,true,70.7,55.44,44.56,10.88,11.56,9.78,60.7,39.3,20.17,19.35,0.68
11.9,12.28,12.5,12.66,12.84,13.04,13.42,renaissance:ideologiquement_coherent:270,ideologiquement_coherent,renaissance,horizons,23.3,13.8,9.5,55.1,44.9,10.2,renaissance,renaissance,true,true,true,70.6,56.42,43.58,12.84,13.42,11.9,62.9,37.1,19.59,18.92,0.58
8.08,12.06,14.44,16.04,17.94,20.02,23.98,renaissance:ideologiquement_coherent:271,ideologiquement_coherent,renaissance,rn,22.1,15.6,6.5,58.5,41.5,17,renaissance,renaissance,true,true,true,71,58.97,41.03,17.94,23.98,8.08,58.6,41.4,22.71,15.61,6.04
9.56,9.92,10.16,10.3,10.48,10.68,11.06,renaissance:ideologiquement_coherent:272,ideologiquement_coherent,renaissance,horizons,24,16.4,7.6,56.3,43.7,12.6,renaissance,renaissance,true,true,true,70.6,55.24,44.76,10.48,11.06,9.56,59.5,40.5,18.07,17.41,0.58
3.22,4.14,4.68,5.06,5.5,5.98,6.9,renaissance:ideologiquement_coherent:273,ideologiquement_coherent,renaissance,ps,17.3,14.4,2.9,56.3,43.7,12.6,renaissance,renaissance,true,true,true,70.8,52.75,47.25,5.5,6.9,3.22,54.2,45.8,23.39,21.72,1.4
12.4,13.78,14.6,15.16,15.82,16.54,17.92,renaissance:ideologiquement_coherent:274,ideologiquement_coherent,renaissance,horizons,23.3,13.3,10,52.8,47.2,5.6,renaissance,renaissance,true,true,true,70.5,57.91,42.09,15.82,17.92,12.4,63.7,36.3,20.97,18.5,2.1
16,16.3,16.48,16.62,16.76,16.92,17.22,renaissance:ideologiquement_coherent:275,ideologiquement_coherent,renaissance,lr,25.9,12.4,13.5,53.7,46.3,7.4,renaissance,renaissance,true,true,true,71.8,58.38,41.62,16.76,17.22,16,67.9,32.1,21.6,21.02,0.46
9.06,13.02,15.4,17,18.9,20.96,24.94,renaissance:ideologiquement_coherent:276,ideologiquement_coherent,renaissance,rn,22.4,14.9,7.5,57.9,42.1,15.8,renaissance,renaissance,true,true,true,71.2,59.45,40.55,18.9,24.94,9.06,60,40,23.61,16.4,6.04
14.96,16,16.62,17.04,17.54,18.08,19.12,renaissance:ideologiquement_coherent:277,ideologiquement_coherent,renaissance,ps,24.3,11.9,12.4,62.2,37.8,24.4,renaissance,renaissance,true,true,true,71,58.77,41.23,17.54,19.12,14.96,67.1,32.9,21.59,19.7,1.58
10.7,14.06,16.06,17.4,19,20.74,24.1,renaissance:ideologiquement_coherent:278,ideologiquement_coherent,renaissance,lfi,21.9,12.8,9.1,62.3,37.7,24.6,renaissance,renaissance,true,true,true,71.6,59.5,40.5,19,24.1,10.7,62.7,37.3,24.43,18.29,5.1
12.64,16.1,18.18,19.56,21.22,23.02,26.48,renaissance:ideologiquement_coherent:279,ideologiquement_coherent,renaissance,rn,22.9,12.5,10.4,55.9,44.1,11.8,renaissance,renaissance,true,true,true,71.2,60.61,39.39,21.22,26.48,12.64,64.6,35.4,23.91,17.63,5.26
3.52,2.82,2.42,2.14,1.8,1.44,0.76,renaissance:opportuniste_electoral:0,opportuniste_electoral,renaissance,horizons,16.7,14,2.7,54.9,45.1,9.8,renaissance,renaissance,true,true,true,70.4,50.9,49.1,1.8,0.76,3.52,54.5,45.5,20.81,22.01,-1.04
0.36,2.76,4.64,5.88,7.38,9,12.12,renaissance:opportuniste_electoral:1,opportuniste_electoral,rn,renaissance,16.4,16,0.4,43.9,56.1,12.2,renaissance,rn,false,true,true,71.2,46.31,53.69,7.38,12.12,0.36,50.4,49.6,18,23.47,4.74
5.7,9.32,11.5,12.96,14.7,16.58,20.2,renaissance:opportuniste_electoral:2,opportuniste_electoral,renaissance,rn,19.8,15.5,4.3,56,44,12,renaissance,renaissance,true,true,true,71.2,57.35,42.65,14.7,20.2,5.7,56.4,43.6,22.95,16.55,5.5
5.28,6.26,6.86,7.24,7.72,8.24,9.22,renaissance:opportuniste_electoral:3,opportuniste_electoral,renaissance,ps,17.2,13.1,4.1,56.8,43.2,13.6,renaissance,renaissance,true,true,true,70.6,53.86,46.14,7.72,9.22,5.28,56.9,43.1,22.63,20.9,1.5
6.52,8.24,9.28,9.98,10.8,11.72,13.44,renaissance:opportuniste_electoral:4,opportuniste_electoral,renaissance,ps,20.6,15,5.6,49.9,50.1,0.2,ps,renaissance,false,true,false,70.8,55.4,44.6,10.8,13.44,6.52,57.5,42.5,22.13,19.01,2.64
6.44,6.46,6.48,6.48,6.5,6.5,6.52,renaissance:opportuniste_electoral:5,opportuniste_electoral,renaissance,ps,22.5,17.5,5,49.8,50.2,0.4,ps,renaissance,false,true,false,71.3,53.25,46.75,6.5,6.52,6.44,56.5,43.5,18.41,18.36,0.02
6.56,8,8.88,9.46,10.16,10.92,12.38,renaissance:opportuniste_electoral:6,opportuniste_electoral,renaissance,ps,19,13.9,5.1,53.7,46.3,7.4,renaissance,renaissance,true,true,true,71,55.08,44.92,10.16,12.38,6.56,58.1,41.9,22.76,20.16,2.22
4.02,7.08,8.9,10.14,11.6,13.2,16.26,renaissance:opportuniste_electoral:7,opportuniste_electoral,renaissance,rn,18.2,14.9,3.3,59.2,40.8,18.4,renaissance,renaissance,true,true,true,70.7,55.8,44.2,11.6,16.26,4.02,54.7,45.3,22.66,17.38,4.66
3,6.8,9.06,10.58,12.4,14.38,18.16,renaissance:opportuniste_electoral:8,opportuniste_electoral,renaissance,rn,16.5,14.4,2.1,54.6,45.4,9.2,renaissance,renaissance,true,true,true,71.1,56.2,43.8,12.4,18.16,3,53.7,46.3,24.03,17.51,5.76
6.78,7.58,8.06,8.36,8.74,9.16,9.96,renaissance:opportuniste_electoral:9,opportuniste_electoral,renaissance,ps,21.2,15.6,5.6,58.8,41.2,17.6,renaissance,renaissance,true,true,true,71.2,54.37,45.63,8.74,9.96,6.78,57.7,42.3,21.45,19.99,1.22
4.86,4.82,4.8,4.78,4.76,4.74,4.7,renaissance:opportuniste_electoral:10,opportuniste_electoral,renaissance,ps,18,14.3,3.7,53,47,6,renaissance,renaissance,true,true,true,70.9,52.38,47.62,4.76,4.7,4.86,56,44,21.36,21.44,-0.06
9.46,13.32,15.64,17.18,19.04,21.04,24.9,renaissance:opportuniste_electoral:12,opportuniste_electoral,renaissance,rn,20.4,13,7.4,63.9,36.1,27.8,renaissance,renaissance,true,true,true,71,59.52,40.48,19.04,24.9,9.46,61.2,38.8,23.73,16.97,5.86
6.98,6.98,6.98,6.98,6.96,6.96,6.96,renaissance:opportuniste_electoral:13,opportuniste_electoral,renaissance,nouvelle_energie,22,16.1,5.9,51.1,48.9,2.2,renaissance,renaissance,true,true,true,71.6,53.48,46.52,6.96,6.96,6.98,57.8,42.2,21.24,21.25,0
12.4,12.44,12.48,12.5,12.52,12.54,12.58,renaissance:opportuniste_electoral:14,opportuniste_electoral,renaissance,horizons,23.6,13.6,10,56.1,43.9,12.2,renaissance,renaissance,true,true,true,70.7,56.26,43.74,12.52,12.58,12.4,63.4,36.6,19.3,19.23,0.06
1.8,2.3,2.6,2.8,3.04,3.3,3.8,renaissance:opportuniste_electoral:16,opportuniste_electoral,renaissance,horizons,16.1,14.7,1.4,47.7,52.3,4.6,horizons,renaissance,false,true,false,70.9,51.52,48.48,3.04,3.8,1.8,52.4,47.6,22.68,21.79,0.76
9.92,9.54,9.32,9.16,8.98,8.78,8.42,renaissance:opportuniste_electoral:17,opportuniste_electoral,renaissance,nouvelle_energie,22.3,13.9,8.4,55.1,44.9,10.2,renaissance,renaissance,true,true,true,71.5,54.49,45.51,8.98,8.42,9.92,61.5,38.5,21.19,21.89,-0.56
8.48,10.84,12.26,13.2,14.34,15.58,17.94,renaissance:opportuniste_electoral:18,opportuniste_electoral,renaissance,ecologistes,19.5,12.2,7.3,55.2,44.8,10.4,renaissance,renaissance,true,true,true,71.4,57.17,42.83,14.34,17.94,8.48,61.2,38.8,25.6,21.19,3.6
3.62,3.98,4.18,4.32,4.5,4.68,5.04,renaissance:opportuniste_electoral:19,opportuniste_electoral,renaissance,horizons,17.4,14.3,3.1,50.9,49.1,1.8,renaissance,renaissance,true,true,true,70.2,52.25,47.75,4.5,5.04,3.62,54.6,45.4,21.53,20.91,0.54
8.4,12.34,14.7,16.28,18.18,20.24,24.18,renaissance:opportuniste_electoral:20,opportuniste_electoral,renaissance,rn,21.4,15,6.4,55.8,44.2,11.6,renaissance,renaissance,true,true,true,71.5,59.09,40.91,18.18,24.18,8.4,59.2,40.8,23.35,16.26,6
2.18,2.58,2.82,2.98,3.16,3.38,3.78,renaissance:opportuniste_electoral:21,opportuniste_electoral,renaissance,ps,16.6,14.7,1.9,55.4,44.6,10.8,renaissance,renaissance,true,true,true,70.5,51.58,48.42,3.16,3.78,2.18,52.8,47.2,21.87,21.17,0.62
12.7,15.86,17.76,19.02,20.54,22.18,25.34,renaissance:opportuniste_electoral:22,opportuniste_electoral,renaissance,rn,26,15.7,10.3,55.4,44.6,10.8,renaissance,renaissance,true,true,true,71.3,60.27,39.73,20.54,25.34,12.7,62.5,37.5,20.81,15.07,4.8
8.54,8.66,8.74,8.78,8.84,8.9,9.02,renaissance:opportuniste_electoral:23,opportuniste_electoral,renaissance,horizons,20.3,13.3,7,55.4,44.6,10.8,renaissance,renaissance,true,true,true,70.2,54.42,45.58,8.84,9.02,8.54,60,40,20.16,19.96,0.18
7.46,7.92,8.2,8.38,8.6,8.84,9.32,renaissance:opportuniste_electoral:24,opportuniste_electoral,renaissance,ps,19.5,13.6,5.9,50.8,49.2,1.6,renaissance,renaissance,true,true,true,71.1,54.3,45.7,8.6,9.32,7.46,59.2,40.8,21.95,21.12,0.72
1.22,0.66,0.3,0.08,0.2,0.5,1.06,renaissance:opportuniste_electoral:25,opportuniste_electoral,renaissance,horizons,16.4,15.3,1.1,47.7,52.3,4.6,horizons,renaissance,false,true,false,70.4,49.9,50.1,0.2,1.06,1.22,51.5,48.5,20.78,21.78,0.86
5.5,8.66,10.56,11.84,13.36,15,18.16,renaissance:opportuniste_electoral:26,opportuniste_electoral,renaissance,rn,19.3,14.7,4.6,54.8,45.2,9.6,renaissance,renaissance,true,true,true,70.8,56.68,43.32,13.36,18.16,5.5,56.5,43.5,23.07,17.52,4.8
10.6,14.24,16.42,17.88,19.62,21.52,25.14,renaissance:opportuniste_electoral:27,opportuniste_electoral,renaissance,rn,22.6,14.1,8.5,63.6,36.4,27.2,renaissance,renaissance,true,true,true,71.1,59.81,40.19,19.62,25.14,10.6,61.6,38.4,22.63,16.17,5.52
6.16,5.84,5.66,5.54,5.38,5.22,4.9,renaissance:opportuniste_electoral:28,opportuniste_electoral,renaissance,nouvelle_energie,18.8,13.8,5,55.4,44.6,10.8,renaissance,renaissance,true,true,true,71.3,52.69,47.31,5.38,4.9,6.16,57.8,42.2,22.16,22.74,-0.48
5.86,6.96,7.62,8.06,8.58,9.14,10.24,renaissance:opportuniste_electoral:29,opportuniste_electoral,renaissance,horizons,19.3,14.7,4.6,57.7,42.3,15.4,renaissance,renaissance,true,true,true,70.7,54.29,45.71,8.58,10.24,5.86,56.9,43.1,21.64,19.69,1.66
13.82,13.78,13.76,13.74,13.72,13.72,13.68,renaissance:opportuniste_electoral:30,opportuniste_electoral,renaissance,horizons,22.3,11.4,10.9,59.8,40.2,19.6,renaissance,renaissance,true,true,true,70.7,56.86,43.14,13.72,13.68,13.82,66.3,33.7,20.47,20.53,-0.04
2.08,2.8,3.22,3.52,3.86,4.24,4.96,renaissance:opportuniste_electoral:31,opportuniste_electoral,renaissance,ps,17.1,15.4,1.7,51.4,48.6,2.8,renaissance,renaissance,true,true,true,70.8,51.93,48.07,3.86,4.96,2.08,52.6,47.4,22.18,20.9,1.1
6.48,6.22,6.04,5.94,5.82,5.68,5.4,renaissance:opportuniste_electoral:32,opportuniste_electoral,ps,renaissance,18.9,13.8,5.1,56.4,43.6,12.8,ps,ps,true,true,false,70.8,52.91,47.09,5.82,5.4,6.48,58,42,20.98,21.46,-0.42
4,8.12,10.6,12.24,14.22,16.36,20.48,renaissance:opportuniste_electoral:33,opportuniste_electoral,renaissance,rn,18.5,15.4,3.1,57.9,42.1,15.8,renaissance,renaissance,true,true,true,71.4,57.11,42.89,14.22,20.48,4,54.7,45.3,24.55,17.16,6.26
1.28,0.84,0.6,0.42,0.22,0,0.44,renaissance:opportuniste_electoral:34,opportuniste_electoral,ps,renaissance,15.7,14.7,1,51.8,48.2,3.6,ps,ps,true,true,false,70.8,50.11,49.89,0.22,0.44,1.28,51.7,48.3,21.9,22.65,0.22
8.88,9.42,9.76,9.98,10.24,10.52,11.08,renaissance:opportuniste_electoral:36,opportuniste_electoral,renaissance,nouvelle_energie,21,13.7,7.3,51,49,2,renaissance,renaissance,true,true,true,71.7,55.12,44.88,10.24,11.08,8.88,60.8,39.2,23.03,21.99,0.84
2.08,1.42,1.02,0.76,0.44,0.1,0.56,renaissance:opportuniste_electoral:37,opportuniste_electoral,renaissance,horizons,17,15.4,1.6,53.1,46.9,6.2,renaissance,renaissance,true,true,true,70.5,50.22,49.78,0.44,0.56,2.08,52.6,47.4,20.42,21.57,0.12
1.34,4.18,5.9,7.04,8.42,9.9,12.74,renaissance:opportuniste_electoral:39,opportuniste_electoral,renaissance,lfi,17.5,16,1.5,58.2,41.8,16.4,renaissance,renaissance,true,true,true,71.2,54.21,45.79,8.42,12.74,1.34,51.6,48.4,23.41,18.32,4.32
1.74,1.3,1.06,0.88,0.68,0.46,0.02,renaissance:opportuniste_electoral:40,opportuniste_electoral,renaissance,horizons,14.6,13.3,1.3,49.1,50.9,1.8,horizons,renaissance,false,true,false,70.2,50.34,49.66,0.68,0.02,1.74,52.4,47.6,21.86,22.6,-0.66
4.8,4.22,3.86,3.62,3.34,3.02,2.42,renaissance:opportuniste_electoral:42,opportuniste_electoral,renaissance,nouvelle_energie,18.5,14.6,3.9,49.3,50.7,1.4,nouvelle_energie,renaissance,false,true,false,71.3,51.67,48.33,3.34,2.42,4.8,56,44,21.56,22.65,-0.92
6.22,10.22,12.6,14.2,16.12,18.2,22.2,renaissance:opportuniste_electoral:43,opportuniste_electoral,renaissance,rn,19.1,14.3,4.8,58.7,41.3,17.4,renaissance,renaissance,true,true,true,71,58.06,41.94,16.12,22.2,6.22,57.3,42.7,23.78,16.8,6.08
0.7,3.54,5.24,6.36,7.72,9.2,12.04,renaissance:opportuniste_electoral:44,opportuniste_electoral,renaissance,rn,15.3,14.7,0.6,54.3,45.7,8.6,renaissance,renaissance,true,true,true,70.7,53.86,46.14,7.72,12.04,0.7,50.9,49.1,23.96,19.07,4.32
3.12,7.22,9.68,11.34,13.3,15.44,19.56,renaissance:opportuniste_electoral:45,opportuniste_electoral,renaissance,rn,16.7,14.3,2.4,53.1,46.9,6.2,renaissance,renaissance,true,true,true,70.9,56.65,43.35,13.3,19.56,3.12,53.9,46.1,24.53,17.43,6.26
3.36,4,4.38,4.62,4.92,5.26,5.88,renaissance:opportuniste_electoral:46,opportuniste_electoral,renaissance,ps,16.5,13.7,2.8,56.9,43.1,13.8,renaissance,renaissance,true,true,true,70.7,52.46,47.54,4.92,5.88,3.36,54.4,45.6,22.53,21.42,0.96
2.6,2.96,3.18,3.32,3.5,3.68,4.04,renaissance:opportuniste_electoral:47,opportuniste_electoral,renaissance,ps,16.5,14.5,2,47.6,52.4,4.8,ps,renaissance,false,true,false,70.7,51.75,48.25,3.5,4.04,2.6,53.3,46.7,21.83,21.19,0.54
1.18,1.32,1.42,1.48,1.54,1.62,1.76,renaissance:opportuniste_electoral:48,opportuniste_electoral,nouvelle_energie,renaissance,17.8,16.9,0.9,45.8,54.2,8.4,renaissance,nouvelle_energie,false,true,true,71.4,50.77,49.23,1.54,1.76,1.18,51.4,48.6,22.66,22.38,0.22
5.52,5.34,5.24,5.16,5.08,5,4.82,renaissance:opportuniste_electoral:49,opportuniste_electoral,renaissance,nouvelle_energie,18.2,13.6,4.6,53.1,46.9,6.2,renaissance,renaissance,true,true,true,71.2,52.54,47.46,5.08,4.82,5.52,57.2,42.8,22.84,23.17,-0.26
3.74,7.68,10.06,11.64,13.54,15.58,19.54,renaissance:opportuniste_electoral:50,opportuniste_electoral,renaissance,rn,19.4,16.5,2.9,53.8,46.2,7.6,renaissance,renaissance,true,true,true,71.4,56.77,43.23,13.54,19.54,3.74,54.2,45.8,23.94,16.8,6
3.8,3.56,3.4,3.3,3.18,3.04,2.78,renaissance:opportuniste_electoral:51,opportuniste_electoral,renaissance,horizons,18.1,14.9,3.2,53,47,6,renaissance,renaissance,true,true,true,70.3,51.59,48.41,3.18,2.78,3.8,54.6,45.4,20.54,20.98,-0.4
9.2,9.1,9.04,9,8.96,8.92,8.82,renaissance:opportuniste_electoral:52,opportuniste_electoral,renaissance,ps,21.3,13.9,7.4,49.6,50.4,0.8,ps,renaissance,false,true,false,71.1,54.48,45.52,8.96,8.82,9.2,60.7,39.3,20.59,20.77,-0.14
6.1,6.7,7.06,7.28,7.58,7.88,8.46,renaissance:opportuniste_electoral:53,opportuniste_electoral,renaissance,ps,20.7,15.7,5,55.2,44.8,10.4,renaissance,renaissance,true,true,true,71.1,53.79,46.21,7.58,8.46,6.1,56.9,43.1,20.82,19.75,0.88
8.98,12.16,14.08,15.36,16.9,18.56,21.74,renaissance:opportuniste_electoral:54,opportuniste_electoral,renaissance,rn,21.7,14.7,7,53.2,46.8,6.4,renaissance,renaissance,true,true,true,71.4,58.45,41.55,16.9,21.74,8.98,59.9,40.1,22.71,16.97,4.84
9.26,10.08,10.56,10.88,11.28,11.7,12.52,renaissance:opportuniste_electoral:55,opportuniste_electoral,renaissance,horizons,20,12.8,7.2,53.8,46.2,7.6,renaissance,renaissance,true,true,true,70.3,55.64,44.36,11.28,12.52,9.26,61.1,38.9,21.03,19.63,1.24
8.6,11.64,13.46,14.68,16.14,17.74,20.78,renaissance:opportuniste_electoral:56,opportuniste_electoral,renaissance,rn,23,16,7,53.4,46.6,6.8,renaissance,renaissance,true,true,true,71.4,58.07,41.93,16.14,20.78,8.6,59,41,21.94,16.41,4.64
10.98,14.6,16.76,18.22,19.94,21.82,25.44,renaissance:opportuniste_electoral:57,opportuniste_electoral,renaissance,rn,23,14,9,61.6,38.4,23.2,renaissance,renaissance,true,true,true,71.2,59.97,40.03,19.94,25.44,10.98,62,38,22.92,16.43,5.5
8.76,8.14,7.78,7.54,7.26,6.94,6.34,renaissance:opportuniste_electoral:60,opportuniste_electoral,renaissance,nouvelle_energie,21.4,14.1,7.3,52.2,47.8,4.4,renaissance,renaissance,true,true,true,71.6,53.63,46.37,7.26,6.34,8.76,60.5,39.5,21.65,22.8,-0.92
3.92,8.36,11.02,12.8,14.92,17.22,21.66,renaissance:opportuniste_electoral:61,opportuniste_electoral,renaissance,rn,18.6,15.3,3.3,58,42,16,renaissance,renaissance,true,true,true,71,57.46,42.54,14.92,21.66,3.92,54.6,45.4,24.54,16.68,6.74
9.94,10.36,10.6,10.76,10.96,11.18,11.58,renaissance:opportuniste_electoral:62,opportuniste_electoral,renaissance,ps,24,15.7,8.3,55.8,44.2,11.6,renaissance,renaissance,true,true,true,71.4,55.48,44.52,10.96,11.58,9.94,60.5,39.5,20.11,19.34,0.62
13.04,13.64,14.02,14.26,14.56,14.86,15.48,renaissance:opportuniste_electoral:63,opportuniste_electoral,renaissance,ps,25.2,14.3,10.9,53.2,46.8,6.4,renaissance,renaissance,true,true,true,71.3,57.28,42.72,14.56,15.48,13.04,63.8,36.2,20.37,19.23,0.92
8.66,11.8,13.7,14.94,16.46,18.1,21.24,renaissance:opportuniste_electoral:64,opportuniste_electoral,renaissance,rn,20.3,13.6,6.7,57.2,42.8,14.4,renaissance,renaissance,true,true,true,71.2,58.23,41.77,16.46,21.24,8.66,60.1,39.9,23.23,17.66,4.78
8.34,12.26,14.62,16.18,18.06,20.1,24.02,renaissance:opportuniste_electoral:65,opportuniste_electoral,renaissance,rn,20.7,14.2,6.5,61.9,38.1,23.8,renaissance,renaissance,true,true,true,71.5,59.03,40.97,18.06,24.02,8.34,59.7,40.3,24.32,17.23,5.96
4.26,5.28,5.9,6.3,6.8,7.32,8.34,renaissance:opportuniste_electoral:66,opportuniste_electoral,renaissance,ps,19,15.3,3.7,52.7,47.3,5.4,renaissance,renaissance,true,true,true,70.8,53.4,46.6,6.8,8.34,4.26,55.2,44.8,22.69,20.82,1.54
8.56,9.04,9.34,9.52,9.76,10,10.48,renaissance:opportuniste_electoral:67,opportuniste_electoral,renaissance,lr,20.4,13.5,6.9,52.5,47.5,5,renaissance,renaissance,true,true,true,71.3,54.88,45.12,9.76,10.48,8.56,60.4,39.6,21.96,21.09,0.72
7.86,11.04,12.96,14.22,15.74,17.4,20.58,renaissance:opportuniste_electoral:68,opportuniste_electoral,renaissance,lfi,20.4,13.6,6.8,52.9,47.1,5.8,renaissance,renaissance,true,true,true,71.6,57.87,42.13,15.74,20.58,7.86,59.5,40.5,24.76,18.89,4.84
3.52,0.14,2.34,3.8,5.56,7.46,11.12,renaissance:opportuniste_electoral:69,opportuniste_electoral,rn,renaissance,17.4,14.5,2.9,49,51,2,renaissance,rn,false,true,true,71.3,47.22,52.78,5.56,11.12,3.52,54.5,45.5,18.82,25.43,5.56
4.56,6.64,7.9,8.72,9.72,10.8,12.88,renaissance:opportuniste_electoral:71,opportuniste_electoral,renaissance,ps,18.9,15.1,3.8,49,51,2,ps,renaissance,false,true,false,71.1,54.86,45.14,9.72,12.88,4.56,55.5,44.5,23.14,19.39,3.16
5.14,8.68,10.8,12.22,13.92,15.76,19.3,renaissance:opportuniste_electoral:72,opportuniste_electoral,renaissance,rn,18.1,14.1,4,52.7,47.3,5.4,renaissance,renaissance,true,true,true,71,56.96,43.04,13.92,19.3,5.14,56.3,43.7,23.96,17.76,5.38
4.44,7.92,10,11.4,13.08,14.88,18.36,renaissance:opportuniste_electoral:73,opportuniste_electoral,renaissance,rn,17.8,14.2,3.6,59.7,40.3,19.4,renaissance,renaissance,true,true,true,71,56.54,43.46,13.08,18.36,4.44,55.5,44.5,24.05,17.95,5.28
