finalistLeft,finalistRight,r1Margin,r2Margin,r2ScoreLeft,r2ScoreRight,favoriteAtR1,favoriteWonR2
rn,ecologistes,0.8,1.4,50.7,49.3,rn,true
ecologistes,ps,8,0.4,49.8,50.2,ecologistes,false
ecologistes,rn,4.4,1.8,50.9,49.1,ecologistes,true
ecologistes,ps,8.3,1.2,50.6,49.4,ecologistes,true
ecologistes,renaissance,3.6,0.4,50.2,49.8,ecologistes,true
ps,ecologistes,0.1,0.8,49.6,50.4,ps,false
ecologistes,lr,1.9,1,49.5,50.5,ecologistes,false
ecologistes,nouvelle_energie,2.3,0.4,49.8,50.2,ecologistes,false
nouvelle_energie,ecologistes,0.9,1.8,49.1,50.9,nouvelle_energie,false
ecologistes,renaissance,6.6,0.2,50.1,49.9,ecologistes,true
ecologistes,horizons,3.4,1.2,49.4,50.6,ecologistes,false
ps,ecologistes,1.1,0,50,50,ps,true
ecologistes,ps,2.5,1.2,49.4,50.6,ecologistes,false
ecologistes,nouvelle_energie,3.6,0.4,49.8,50.2,ecologistes,false
ecologistes,nouvelle_energie,9.3,1.2,50.6,49.4,ecologistes,true
ecologistes,ps,4.4,0.8,49.6,50.4,ecologistes,false
nouvelle_energie,ecologistes,0.8,0.6,49.7,50.3,nouvelle_energie,false
ecologistes,rn,2.9,1.8,50.9,49.1,ecologistes,true
ecologistes,ps,2.9,1.8,49.1,50.9,ecologistes,false
ecologistes,nouvelle_energie,4.8,1,50.5,49.5,ecologistes,true
ecologistes,horizons,7,1.8,49.1,50.9,ecologistes,false
ecologistes,horizons,6.5,0.8,50.4,49.6,ecologistes,true
ps,ecologistes,0.3,1.6,49.2,50.8,ps,false
rn,ecologistes,1.6,0.2,50.1,49.9,rn,true
ecologistes,horizons,10.3,0.2,50.1,49.9,ecologistes,true
ecologistes,ps,6.7,1.2,49.4,50.6,ecologistes,false
ecologistes,horizons,9.9,0,50,50,ecologistes,true
ecologistes,horizons,3.9,1.6,49.2,50.8,ecologistes,false
ecologistes,lr,9.4,1.4,50.7,49.3,ecologistes,true
ecologistes,ps,5.4,0.8,50.4,49.6,ecologistes,true
ecologistes,ps,2,1.8,50.9,49.1,ecologistes,true
ecologistes,lr,8.4,1.6,50.8,49.2,ecologistes,true
ecologistes,ps,3.8,0.4,49.8,50.2,ecologistes,false
ecologistes,ps,7.1,0,50,50,ecologistes,true
ecologistes,lfi,4.6,0.4,50.2,49.8,ecologistes,true
ecologistes,nouvelle_energie,10,1.2,50.6,49.4,ecologistes,true
ecologistes,horizons,5.2,0.6,49.7,50.3,ecologistes,false
ecologistes,ps,6.5,1.2,49.4,50.6,ecologistes,false
ecologistes,ps,5.3,0.6,49.7,50.3,ecologistes,false
ecologistes,ps,4.2,0.8,49.6,50.4,ecologistes,false
ecologistes,ps,7.8,0.2,49.9,50.1,ecologistes,false
ecologistes,ps,11.2,1.6,50.8,49.2,ecologistes,true
ecologistes,horizons,9.9,0.8,49.6,50.4,ecologistes,false
ecologistes,horizons,0.6,0.4,50.2,49.8,ecologistes,true
ecologistes,horizons,4.6,0.8,50.4,49.6,ecologistes,true
ecologistes,nouvelle_energie,3.9,0.2,49.9,50.1,ecologistes,false
ecologistes,ps,3.4,1,50.5,49.5,ecologistes,true
ecologistes,ps,4.7,0.8,50.4,49.6,ecologistes,true
ecologistes,nouvelle_energie,1,0.4,50.2,49.8,ecologistes,true
ps,ecologistes,1.9,1,50.5,49.5,ps,true
ps,ecologistes,2.6,0.6,49.7,50.3,ps,false
ps,ecologistes,0.6,1,49.5,50.5,ps,false
ecologistes,ps,4.7,0.2,49.9,50.1,ecologistes,false
ecologistes,ps,3.6,1.4,50.7,49.3,ecologistes,true
ecologistes,ps,2.4,1.6,49.2,50.8,ecologistes,false
ecologistes,renaissance,2.6,1.4,49.3,50.7,ecologistes,false
ecologistes,renaissance,2.1,1.4,49.3,50.7,ecologistes,false
ecologistes,ps,4.7,0.2,50.1,49.9,ecologistes,true
ecologistes,horizons,5.4,0.2,50.1,49.9,ecologistes,true
ecologistes,ps,3.9,0.2,49.9,50.1,ecologistes,false
ecologistes,ps,7.4,1.8,50.9,49.1,ecologistes,true
ecologistes,horizons,6.4,0.8,50.4,49.6,ecologistes,true
ecologistes,rn,2.3,0.8,50.4,49.6,ecologistes,true
ecologistes,ps,7.1,0.2,49.9,50.1,ecologistes,false
ecologistes,ps,0.2,1.6,49.2,50.8,ecologistes,false
ecologistes,horizons,1.7,1,49.5,50.5,ecologistes,false
ecologistes,nouvelle_energie,0.2,1,50.5,49.5,ecologistes,true
ecologistes,lr,0.5,0,50,50,ecologistes,true
ecologistes,ps,0.5,1.4,49.3,50.7,ecologistes,false
ecologistes,nouvelle_energie,5.7,1.2,49.4,50.6,ecologistes,false
ecologistes,ps,8,0.6,50.3,49.7,ecologistes,true
ecologistes,renaissance,7.3,1,49.5,50.5,ecologistes,false
ecologistes,rn,0.3,0.8,50.4,49.6,ecologistes,true
ecologistes,ps,5,0.8,49.6,50.4,ecologistes,false
ps,ecologistes,2.5,0.4,50.2,49.8,ps,true
ecologistes,horizons,7.9,1.6,49.2,50.8,ecologistes,false
ecologistes,ps,4.7,0.2,50.1,49.9,ecologistes,true
ecologistes,rn,1.7,0.4,49.8,50.2,ecologistes,false
ecologistes,rn,3.9,1.6,50.8,49.2,ecologistes,true
ecologistes,ps,8,1.8,49.1,50.9,ecologistes,false
ps,ecologistes,0.9,0,50,50,ps,true
ecologistes,lfi,4.6,0.4,49.8,50.2,ecologistes,false
ecologistes,lr,7.5,1.8,50.9,49.1,ecologistes,true
ecologistes,horizons,1.2,1.6,50.8,49.2,ecologistes,true
ecologistes,ps,7.3,0.2,50.1,49.9,ecologistes,true
ecologistes,horizons,8.4,1.4,49.3,50.7,ecologistes,false
ecologistes,ps,4.8,0.2,49.9,50.1,ecologistes,false
ecologistes,lr,4.9,0.6,50.3,49.7,ecologistes,true
ecologistes,ps,0.9,1.6,49.2,50.8,ecologistes,false
ecologistes,ps,6.1,1,50.5,49.5,ecologistes,true
ecologistes,nouvelle_energie,2.9,0.2,50.1,49.9,ecologistes,true
ecologistes,ps,4.3,1.6,50.8,49.2,ecologistes,true
ecologistes,rn,6,1.8,50.9,49.1,ecologistes,true
rn,ecologistes,0.4,0.4,49.8,50.2,rn,false
ecologistes,ps,0.9,0.2,50.1,49.9,ecologistes,true
ecologistes,lfi,6,1.6,50.8,49.2,ecologistes,true
ecologistes,ps,2.8,1.8,49.1,50.9,ecologistes,false
ecologistes,nouvelle_energie,3.5,1,49.5,50.5,ecologistes,false
ecologistes,horizons,6.1,0.4,49.8,50.2,ecologistes,false
ecologistes,ps,2.8,0.2,49.9,50.1,ecologistes,false
ecologistes,renaissance,5.1,1.2,50.6,49.4,ecologistes,true
ecologistes,ps,3.6,0.6,50.3,49.7,ecologistes,true
ecologistes,nouvelle_energie,1.2,1.4,49.3,50.7,ecologistes,false
ecologistes,horizons,4.9,1,49.5,50.5,ecologistes,false
ecologistes,ps,8.1,0.4,49.8,50.2,ecologistes,false
ecologistes,horizons,11.7,0.6,50.3,49.7,ecologistes,true
horizons,ecologistes,0.6,0.8,49.6,50.4,horizons,false
ecologistes,ps,4.1,0.4,49.8,50.2,ecologistes,false
ecologistes,rn,1,0.8,49.6,50.4,ecologistes,false
renaissance,ecologistes,1.3,1.4,49.3,50.7,renaissance,false
nouvelle_energie,ecologistes,2.2,0,50,50,nouvelle_energie,true
ecologistes,lr,0,0.4,49.8,50.2,ecologistes,false
rn,ecologistes,0.1,0.2,49.9,50.1,rn,false
ecologistes,rn,0.6,1.8,50.9,49.1,ecologistes,true
ecologistes,horizons,5.1,0.8,50.4,49.6,ecologistes,true
ecologistes,horizons,0.4,0.8,50.4,49.6,ecologistes,true
ecologistes,renaissance,0.4,1.8,50.9,49.1,ecologistes,true
ecologistes,nouvelle_energie,3.5,0.8,49.6,50.4,ecologistes,false
nouvelle_energie,ecologistes,2.7,1.6,49.2,50.8,nouvelle_energie,false
horizons,ecologistes,5.3,0.2,49.9,50.1,horizons,false
ecologistes,lr,6.5,1.2,49.4,50.6,ecologistes,false
ecologistes,horizons,5.9,1.6,50.8,49.2,ecologistes,true
ecologistes,lfi,0.5,1,49.5,50.5,ecologistes,false
ecologistes,ps,2.1,1.8,50.9,49.1,ecologistes,true
ecologistes,ps,0.5,1.4,49.3,50.7,ecologistes,false
ecologistes,ps,0.8,0.2,49.9,50.1,ecologistes,false
ecologistes,horizons,3.3,0.8,50.4,49.6,ecologistes,true
ecologistes,ps,1.1,1.6,50.8,49.2,ecologistes,true
rn,ecologistes,2.1,1.8,50.9,49.1,rn,true
rn,ecologistes,0.7,0.8,50.4,49.6,rn,true
ps,ecologistes,4.2,0.8,49.6,50.4,ps,false
ecologistes,lr,4.5,1.6,50.8,49.2,ecologistes,true
ecologistes,nouvelle_energie,3.4,1,49.5,50.5,ecologistes,false
ecologistes,horizons,5.6,1.8,49.1,50.9,ecologistes,false
ecologistes,ps,1.3,0.6,50.3,49.7,ecologistes,true
ps,ecologistes,1.2,0.4,50.2,49.8,ps,true
ecologistes,horizons,1,0.4,49.8,50.2,ecologistes,false
rn,ecologistes,1.9,1.4,49.3,50.7,rn,false
ecologistes,horizons,0.3,1.8,50.9,49.1,ecologistes,true
ecologistes,ps,5.5,0.6,50.3,49.7,ecologistes,true
ecologistes,rn,0,1.4,49.3,50.7,ecologistes,false
renaissance,ps,4.8,0.8,49.6,50.4,renaissance,false
renaissance,horizons,7.2,0.8,50.4,49.6,renaissance,true
rn,renaissance,0.1,1,50.5,49.5,rn,true
horizons,renaissance,0,1.8,50.9,49.1,horizons,true
renaissance,horizons,8.3,1.2,50.6,49.4,renaissance,true
renaissance,ps,1.4,0.6,50.3,49.7,renaissance,true
renaissance,ps,3,0.8,50.4,49.6,renaissance,true
renaissance,ps,7.9,0.6,49.7,50.3,renaissance,false
renaissance,horizons,8.3,1.2,49.4,50.6,renaissance,false
renaissance,ps,1.4,0.8,50.4,49.6,renaissance,true
renaissance,nouvelle_energie,4.9,1.8,50.9,49.1,renaissance,true
renaissance,nouvelle_energie,3.9,1.4,50.7,49.3,renaissance,true
renaissance,lfi,5.6,1.2,50.6,49.4,renaissance,true
renaissance,ps,0.4,1,49.5,50.5,renaissance,false
renaissance,ps,1.8,1.2,49.4,50.6,renaissance,false
renaissance,ps,9.8,0.6,50.3,49.7,renaissance,true
renaissance,ps,1.9,1.4,50.7,49.3,renaissance,true
renaissance,ps,5.7,0.2,49.9,50.1,renaissance,false
renaissance,ps,0.1,1.8,50.9,49.1,renaissance,true
renaissance,rn,1.8,1.6,50.8,49.2,renaissance,true
renaissance,lr,9.3,0.4,49.8,50.2,renaissance,false
renaissance,lr,0.3,0.6,50.3,49.7,renaissance,true
renaissance,horizons,7.7,0.8,50.4,49.6,renaissance,true
renaissance,horizons,7.7,1.6,49.2,50.8,renaissance,false
renaissance,horizons,8.1,0,50,50,renaissance,true
renaissance,horizons,1.6,0.6,49.7,50.3,renaissance,false
renaissance,horizons,7,0.4,49.8,50.2,renaissance,false
renaissance,ps,3.7,1.2,50.6,49.4,renaissance,true
renaissance,horizons,3.2,1,49.5,50.5,renaissance,false
renaissance,horizons,9.1,0.8,49.6,50.4,renaissance,false
renaissance,rn,3.6,1.8,50.9,49.1,renaissance,true
renaissance,ps,1.8,1.2,49.4,50.6,renaissance,false
renaissance,horizons,2,1.6,49.2,50.8,renaissance,false
renaissance,ps,3.2,1.8,49.1,50.9,renaissance,false
renaissance,horizons,1.2,1.8,50.9,49.1,renaissance,true
renaissance,ps,5.6,1.2,50.6,49.4,renaissance,true
lfi,renaissance,0.1,0.8,50.4,49.6,lfi,true
rn,renaissance,2.2,1.8,49.1,50.9,rn,false
renaissance,nouvelle_energie,2.6,1,50.5,49.5,renaissance,true
renaissance,nouvelle_energie,8,1.4,50.7,49.3,renaissance,true
renaissance,nouvelle_energie,2.8,0,50,50,renaissance,true
renaissance,nouvelle_energie,5.2,0.8,50.4,49.6,renaissance,true
renaissance,nouvelle_energie,4.8,1.4,50.7,49.3,renaissance,true
renaissance,ps,8.4,0.4,50.2,49.8,renaissance,true
renaissance,ps,1.4,0.8,49.6,50.4,renaissance,false
renaissance,ps,1.2,1.2,49.4,50.6,renaissance,false
renaissance,horizons,7.4,0,50,50,renaissance,true
renaissance,ps,2.1,0.8,50.4,49.6,renaissance,true
renaissance,nouvelle_energie,10.1,0.2,49.9,50.1,renaissance,false
renaissance,ps,4.3,0.8,49.6,50.4,renaissance,false
renaissance,ps,4.4,0,50,50,renaissance,true
renaissance,horizons,7.4,1,49.5,50.5,renaissance,false
renaissance,nouvelle_energie,4.5,0.2,49.9,50.1,renaissance,false
renaissance,ps,5.4,0.4,49.8,50.2,renaissance,false
renaissance,nouvelle_energie,1.5,0.2,49.9,50.1,renaissance,false
renaissance,ps,3.5,1.8,49.1,50.9,renaissance,false
renaissance,nouvelle_energie,4.6,1.4,49.3,50.7,renaissance,false
renaissance,horizons,1.7,0.8,50.4,49.6,renaissance,true
renaissance,ps,6.7,1.2,49.4,50.6,renaissance,false
renaissance,ps,3.5,0.8,49.6,50.4,renaissance,false
renaissance,horizons,2.4,1.4,50.7,49.3,renaissance,true
horizons,renaissance,1.1,0.8,49.6,50.4,horizons,false
renaissance,ps,5.9,0.4,49.8,50.2,renaissance,false
renaissance,ps,3.6,0.8,49.6,50.4,renaissance,false
renaissance,nouvelle_energie,5.3,0.8,50.4,49.6,renaissance,true
renaissance,nouvelle_energie,6.7,1.2,50.6,49.4,renaissance,true
renaissance,nouvelle_energie,10.6,0.2,50.1,49.9,renaissance,true
renaissance,ps,5.8,0.4,49.8,50.2,renaissance,false
renaissance,ps,6.8,1,50.5,49.5,renaissance,true
renaissance,ps,1.8,1,50.5,49.5,renaissance,true
renaissance,ps,1.4,1.2,49.4,50.6,renaissance,false
renaissance,lfi,2.1,0.6,50.3,49.7,renaissance,true
renaissance,ps,3.5,0.4,49.8,50.2,renaissance,false
renaissance,nouvelle_energie,6.4,1.8,49.1,50.9,renaissance,false
renaissance,horizons,6.4,0.4,50.2,49.8,renaissance,true
ps,renaissance,1.1,1.2,49.4,50.6,ps,false
renaissance,horizons,6,1.8,49.1,50.9,renaissance,false
renaissance,horizons,3.7,1.6,50.8,49.2,renaissance,true
renaissance,nouvelle_energie,8,1.8,49.1,50.9,renaissance,false
renaissance,ps,3.7,0.8,50.4,49.6,renaissance,true
renaissance,ps,5,1.2,49.4,50.6,renaissance,false
renaissance,horizons,9.2,0.2,49.9,50.1,renaissance,false
renaissance,rn,3.1,1.4,50.7,49.3,renaissance,true
renaissance,horizons,5.1,1.6,49.2,50.8,renaissance,false
renaissance,horizons,8.3,0.8,50.4,49.6,renaissance,true
renaissance,horizons,4.9,0,50,50,renaissance,true
renaissance,nouvelle_energie,3.9,0.2,50.1,49.9,renaissance,true
renaissance,horizons,5.7,1.4,50.7,49.3,renaissance,true
renaissance,ps,7.3,1.8,49.1,50.9,renaissance,false
renaissance,horizons,11.2,1,50.5,49.5,renaissance,true
rn,renaissance,0.2,1.2,49.4,50.6,rn,false
renaissance,horizons,3.3,1.2,50.6,49.4,renaissance,true
renaissance,rn,1.1,1.2,50.6,49.4,renaissance,true
renaissance,nouvelle_energie,8.1,0.6,49.7,50.3,renaissance,false
renaissance,ps,6.2,0.8,49.6,50.4,renaissance,false
renaissance,horizons,7.4,1.6,49.2,50.8,renaissance,false
renaissance,ps,0.3,0.6,50.3,49.7,renaissance,true
renaissance,ps,11.1,0.6,50.3,49.7,renaissance,true
renaissance,ps,3.9,0.2,50.1,49.9,renaissance,true
renaissance,nouvelle_energie,5.7,1,50.5,49.5,renaissance,true
renaissance,nouvelle_energie,6,1.4,49.3,50.7,renaissance,false
renaissance,lr,7.8,1,50.5,49.5,renaissance,true
renaissance,ps,8.6,0,50,50,renaissance,true
renaissance,horizons,7,1.2,50.6,49.4,renaissance,true
renaissance,nouvelle_energie,7.7,0,50,50,renaissance,true
renaissance,horizons,7.5,1,49.5,50.5,renaissance,false
renaissance,horizons,7.8,0,50,50,renaissance,true
renaissance,horizons,4.7,1,50.5,49.5,renaissance,true
ps,renaissance,0.4,1.8,50.9,49.1,ps,true
renaissance,ps,3.2,1,49.5,50.5,renaissance,false
renaissance,horizons,3.5,0,50,50,renaissance,true
renaissance,lfi,6.2,0.8,50.4,49.6,renaissance,true
renaissance,ps,8.5,0.2,50.1,49.9,renaissance,true
renaissance,ps,3.8,1.2,50.6,49.4,renaissance,true
renaissance,horizons,5.5,0.8,50.4,49.6,renaissance,true
renaissance,ps,5.6,0.2,49.9,50.1,renaissance,false
renaissance,ps,5,0.4,49.8,50.2,renaissance,false
renaissance,horizons,3.1,1.8,50.9,49.1,renaissance,true
renaissance,ps,5.9,1.6,50.8,49.2,renaissance,true
renaissance,horizons,1.3,1.8,49.1,50.9,renaissance,false
renaissance,nouvelle_energie,3.9,1.4,49.3,50.7,renaissance,false
renaissance,ps,7.4,0.8,49.6,50.4,renaissance,false
renaissance,rn,4.9,1.6,50.8,49.2,renaissance,true
ps,renaissance,0.5,1.4,49.3,50.7,ps,false
renaissance,ps,2.8,1.8,49.1,50.9,renaissance,false
renaissance,ps,3.5,1.6,50.8,49.2,renaissance,true
renaissance,ps,6.7,0.2,50.1,49.9,renaissance,true
renaissance,ps,5.3,1.2,49.4,50.6,renaissance,false
renaissance,ps,5.9,1,50.5,49.5,renaissance,true
renaissance,nouvelle_energie,8.1,0.4,49.8,50.2,renaissance,false
renaissance,ps,4.1,0.6,49.7,50.3,renaissance,false
renaissance,ps,2.6,0.4,50.2,49.8,renaissance,true
rn,renaissance,2.9,1,50.5,49.5,rn,true
renaissance,ps,2.6,0.6,50.3,49.7,renaissance,true
renaissance,rn,1.7,0.2,49.9,50.1,renaissance,false
renaissance,horizons,0.8,1.8,49.1,50.9,renaissance,false
renaissance,nouvelle_energie,2.5,0.6,49.7,50.3,renaissance,false
renaissance,horizons,9.5,0,50,50,renaissance,true
renaissance,horizons,3.9,1.6,50.8,49.2,renaissance,true
renaissance,lr,5,1.4,50.7,49.3,renaissance,true
renaissance,nouvelle_energie,2.6,0.4,50.2,49.8,renaissance,true
renaissance,ps,3.5,1.8,50.9,49.1,renaissance,true
ps,renaissance,0.5,0.6,49.7,50.3,ps,false
renaissance,nouvelle_energie,6.4,1.6,50.8,49.2,renaissance,true
renaissance,ps,6.5,1.2,50.6,49.4,renaissance,true
rn,renaissance,1,1,50.5,49.5,rn,true
renaissance,rn,0.1,1.4,49.3,50.7,renaissance,false
renaissance,ps,2.8,1,49.5,50.5,renaissance,false
renaissance,ps,2.2,1.2,50.6,49.4,renaissance,true
renaissance,lfi,5,0.6,50.3,49.7,renaissance,true
renaissance,ps,4.3,0.2,50.1,49.9,renaissance,true
renaissance,horizons,1.1,1.6,50.8,49.2,renaissance,true
renaissance,horizons,9.5,0.4,49.8,50.2,renaissance,false
renaissance,horizons,7.2,1,50.5,49.5,renaissance,true
renaissance,ps,5.6,1.6,49.2,50.8,renaissance,false
renaissance,ps,8.4,1.8,50.9,49.1,renaissance,true
renaissance,ps,2.3,1.6,49.2,50.8,renaissance,false
renaissance,horizons,7.3,0.6,50.3,49.7,renaissance,true
renaissance,horizons,3.3,1.6,50.8,49.2,renaissance,true
renaissance,ps,2.3,0.6,50.3,49.7,renaissance,true
renaissance,rn,5,1.4,50.7,49.3,renaissance,true
renaissance,nouvelle_energie,8.4,0.2,49.9,50.1,renaissance,false
renaissance,ps,6.5,1,49.5,50.5,renaissance,false
renaissance,horizons,2.5,1.2,50.6,49.4,renaissance,true
rn,renaissance,1.2,1.4,50.7,49.3,rn,true
renaissance,nouvelle_energie,1.3,0.2,49.9,50.1,renaissance,false
renaissance,lr,5.4,0.8,49.6,50.4,renaissance,false
renaissance,ps,9.7,1.8,50.9,49.1,renaissance,true
renaissance,rn,1.6,1.6,49.2,50.8,renaissance,false
renaissance,nouvelle_energie,9.2,0,50,50,renaissance,true
renaissance,nouvelle_energie,10.4,1.2,50.6,49.4,renaissance,true
renaissance,ps,4,0,50,50,renaissance,true
renaissance,nouvelle_energie,7.4,1.4,49.3,50.7,renaissance,false
renaissance,nouvelle_energie,6.3,1.6,49.2,50.8,renaissance,false
renaissance,horizons,7.2,0.6,50.3,49.7,renaissance,true
renaissance,nouvelle_energie,5.1,1.4,50.7,49.3,renaissance,true
renaissance,nouvelle_energie,4.4,1.8,50.9,49.1,renaissance,true
renaissance,ps,5.1,0,50,50,renaissance,true
renaissance,ps,4.4,0.4,50.2,49.8,renaissance,true
renaissance,horizons,7.4,0.6,50.3,49.7,renaissance,true
renaissance,rn,0.7,1.4,49.3,50.7,renaissance,false
renaissance,horizons,4.6,0.6,50.3,49.7,renaissance,true
renaissance,ps,4.8,1.4,50.7,49.3,renaissance,true
renaissance,horizons,8.5,0.8,49.6,50.4,renaissance,false
renaissance,ps,3.6,0.8,49.6,50.4,renaissance,false
renaissance,ps,4.1,0,50,50,renaissance,true
renaissance,horizons,7.1,1.6,50.8,49.2,renaissance,true
ps,renaissance,0.3,1,49.5,50.5,ps,false
rn,renaissance,2.5,0.2,49.9,50.1,rn,false
renaissance,ps,0.8,0.8,50.4,49.6,renaissance,true
rn,renaissance,1.1,1.6,49.2,50.8,rn,false
renaissance,ps,3,1.4,49.3,50.7,renaissance,false
renaissance,ps,5.1,0.6,50.3,49.7,renaissance,true
renaissance,nouvelle_energie,2.5,1.8,49.1,50.9,renaissance,false
renaissance,ps,1.7,0.8,50.4,49.6,renaissance,true
renaissance,nouvelle_energie,1.4,0.2,50.1,49.9,renaissance,true
renaissance,ps,7.2,0.6,50.3,49.7,renaissance,true
renaissance,nouvelle_energie,4.7,0.4,50.2,49.8,renaissance,true
renaissance,ps,2.1,1.2,49.4,50.6,renaissance,false
renaissance,horizons,4.1,0.8,50.4,49.6,renaissance,true
renaissance,horizons,6.7,1.2,49.4,50.6,renaissance,false
renaissance,ps,1.6,0.2,50.1,49.9,renaissance,true
renaissance,horizons,5,1.6,50.8,49.2,renaissance,true
renaissance,ps,2,0,50,50,renaissance,true
renaissance,horizons,1.7,0,50,50,renaissance,true
renaissance,rn,0.7,0.4,49.8,50.2,renaissance,false
renaissance,lr,2.1,1.8,50.9,49.1,renaissance,true
rn,renaissance,2,1.8,49.1,50.9,rn,false
renaissance,ps,0.4,1.6,50.8,49.2,renaissance,true
renaissance,rn,2.7,0.6,49.7,50.3,renaissance,false
rn,renaissance,2.1,0.8,50.4,49.6,rn,true
horizons,renaissance,1.2,0.6,50.3,49.7,horizons,true
renaissance,ps,1.4,1.4,50.7,49.3,renaissance,true
rn,renaissance,1.9,0.2,49.9,50.1,rn,false
renaissance,horizons,2.7,0,50,50,renaissance,true
renaissance,horizons,0.9,0.2,49.9,50.1,renaissance,false
lfi,renaissance,0.6,0,50,50,lfi,true
rn,renaissance,0.4,0.4,49.8,50.2,rn,false
ps,renaissance,0.3,0.4,49.8,50.2,ps,false
renaissance,horizons,2.1,1.8,49.1,50.9,renaissance,false
renaissance,ps,0.3,1.8,50.9,49.1,renaissance,true
ps,renaissance,0.1,0.2,50.1,49.9,ps,true
renaissance,rn,4.3,0.2,49.9,50.1,renaissance,false
renaissance,lfi,2.8,0.4,50.2,49.8,renaissance,true
renaissance,rn,0.8,1.6,49.2,50.8,renaissance,false
horizons,renaissance,2.3,0.4,50.2,49.8,horizons,true
renaissance,ps,1.7,1.2,50.6,49.4,renaissance,true
renaissance,ps,0.6,0.8,50.4,49.6,renaissance,true
renaissance,nouvelle_energie,1.4,1.4,49.3,50.7,renaissance,false
ps,renaissance,5.7,1.6,50.8,49.2,ps,true
nouvelle_energie,renaissance,0.4,1,50.5,49.5,nouvelle_energie,true
renaissance,ps,4.3,1.2,49.4,50.6,renaissance,false
renaissance,nouvelle_energie,1.2,0.4,49.8,50.2,renaissance,false
horizons,renaissance,2.5,1,50.5,49.5,horizons,true
horizons,nouvelle_energie,0.4,0.4,50.2,49.8,horizons,true
horizons,nouvelle_energie,4.1,1.6,49.2,50.8,horizons,false
horizons,ps,6.1,1.2,50.6,49.4,horizons,true
horizons,rn,0.1,0.8,50.4,49.6,horizons,true
horizons,ps,1.5,0.2,49.9,50.1,horizons,false
horizons,renaissance,3.8,0.6,49.7,50.3,horizons,false
horizons,nouvelle_energie,0.2,0.4,49.8,50.2,horizons,false
ps,horizons,1.3,0.4,49.8,50.2,ps,false
horizons,nouvelle_energie,11.9,1.8,50.9,49.1,horizons,true
horizons,rn,2.5,0,50,50,horizons,true
rn,horizons,0.9,1,50.5,49.5,rn,true
horizons,nouvelle_energie,5,1.8,49.1,50.9,horizons,false
horizons,nouvelle_energie,5.2,1.8,50.9,49.1,horizons,true
horizons,ps,10,0,50,50,horizons,true
horizons,lfi,3.5,1.8,50.9,49.1,horizons,true
horizons,rn,1.9,1.2,49.4,50.6,horizons,false
ps,horizons,0.2,0.6,50.3,49.7,ps,true
horizons,rn,1.5,0.4,49.8,50.2,horizons,false
horizons,ps,5.9,1,50.5,49.5,horizons,true
horizons,renaissance,3.6,0.8,49.6,50.4,horizons,false
horizons,ps,4.3,0.6,49.7,50.3,horizons,false
horizons,lfi,4.4,0.8,50.4,49.6,horizons,true
horizons,rn,1.6,1.6,50.8,49.2,horizons,true
horizons,lfi,3.9,0.4,49.8,50.2,horizons,false
horizons,ps,6.7,1.2,50.6,49.4,horizons,true
horizons,nouvelle_energie,7.6,0.2,50.1,49.9,horizons,true
horizons,nouvelle_energie,6.5,0.8,49.6,50.4,horizons,false
horizons,nouvelle_energie,5.3,1.2,50.6,49.4,horizons,true
horizons,nouvelle_energie,5.1,0.2,49.9,50.1,horizons,false
horizons,renaissance,6.6,0.2,50.1,49.9,horizons,true
horizons,ps,2.7,0,50,50,horizons,true
horizons,ps,3.5,0.2,50.1,49.9,horizons,true
horizons,nouvelle_energie,10.8,1.2,50.6,49.4,horizons,true
horizons,ps,2.6,1.8,49.1,50.9,horizons,false
horizons,ps,3.7,0.6,49.7,50.3,horizons,false
horizons,ps,5,0.4,49.8,50.2,horizons,false
horizons,ps,7.6,0.8,50.4,49.6,horizons,true
horizons,nouvelle_energie,3.4,0.4,49.8,50.2,horizons,false
horizons,nouvelle_energie,7.7,0.4,49.8,50.2,horizons,false
horizons,ps,6.2,0.4,49.8,50.2,horizons,false
horizons,nouvelle_energie,5.5,0.8,50.4,49.6,horizons,true
horizons,ps,3.4,1.8,50.9,49.1,horizons,true
horizons,ps,4.9,0.8,50.4,49.6,horizons,true
horizons,ps,3.6,1.2,49.4,50.6,horizons,false
horizons,ps,1.3,0.4,50.2,49.8,horizons,true
horizons,ps,6.6,1.2,50.6,49.4,horizons,true
horizons,ps,6.7,1.8,50.9,49.1,horizons,true
horizons,nouvelle_energie,8.3,1,49.5,50.5,horizons,false
horizons,nouvelle_energie,9,1.4,49.3,50.7,horizons,false
horizons,ps,4.7,1.6,49.2,50.8,horizons,false
horizons,ps,7.7,0.6,49.7,50.3,horizons,false
horizons,lfi,2.8,0.2,49.9,50.1,horizons,false
horizons,nouvelle_energie,1.9,0.2,50.1,49.9,horizons,true
horizons,ps,1.1,1.4,49.3,50.7,horizons,false
horizons,ps,2,0.2,50.1,49.9,horizons,true
horizons,ps,0.9,1.8,49.1,50.9,horizons,false
horizons,nouvelle_energie,7.4,1.2,49.4,50.6,horizons,false
horizons,lfi,6.2,0.2,50.1,49.9,horizons,true
horizons,lr,5.1,0.8,50.4,49.6,horizons,true
horizons,ps,5.7,0.2,50.1,49.9,horizons,true
horizons,nouvelle_energie,2.6,0.6,49.7,50.3,horizons,false
horizons,ps,4.1,0.2,50.1,49.9,horizons,true
horizons,ps,3.2,1.2,49.4,50.6,horizons,false
