pairId,withdrawnPartyId,partnerId,withdrawScore,maintainScore,scoreDelta,withdrawQualified,maintainQualified,qualificationChanged,withdrawWon,maintainWon,victoryChanged,finalistsChanged
cfA-lfi-risque-594,reconquete,rn,89,76,13,true,true,false,true,false,true,false
cfA-lr-risque-599,ecologistes,ps,95,89,6,true,true,false,true,true,false,true
cfA-ecologistes-ideologiquement_coherent-605,reconquete,rn,96,93,3,true,true,false,true,true,false,false
cfA-lr-ideologiquement_coherent-608,ecologistes,ps,98,92,6,true,true,false,true,true,false,true
cfA-ecologistes-opportuniste_electoral-614,reconquete,rn,94,95,-1,true,true,false,true,true,false,false
cfA-renaissance-opportuniste_electoral-615,reconquete,rn,89,91,-2,true,true,false,true,true,false,false
cfA-nouvelle_energie-opportuniste_electoral-620,reconquete,rn,94,90,4,true,true,false,true,true,false,true
cfA-lr-parti_dabord-626,reconquete,rn,97,90,7,true,true,false,true,true,false,true
cfA-nouvelle_energie-parti_dabord-629,reconquete,rn,91,87,4,true,true,false,true,true,false,true
cfA-nouvelle_energie-mediatique-638,reconquete,rn,63,90,-27,false,true,true,false,true,true,true
cfA-ps-contrarien-640,ecologistes,lfi,62,86,-24,false,true,true,false,true,true,true
cfA-horizons-contrarien-643,reconquete,rn,63,75,-12,true,true,false,false,true,true,false
cfA-rn-contrarien-645,ecologistes,ps,63,63,0,true,true,false,false,false,false,false
cfA-ps-aleatoire-649,reconquete,rn,96,89,7,true,true,false,true,true,false,true
cfA-nouvelle_energie-aleatoire-656,reconquete,rn,96,99,-3,true,true,false,true,true,false,true
cfA-lfi-prudent-657,reconquete,rn,96,95,1,true,true,false,true,true,false,true
cfA-renaissance-prudent-660,reconquete,rn,89,80,9,true,true,false,true,false,true,false
cfA-reconquete-prudent-664,ecologistes,ps,56,69,-13,false,false,false,false,false,false,false
cfA-nouvelle_energie-prudent-665,reconquete,rn,97,93,4,true,true,false,true,true,false,false
cfA-ps-risque-667,reconquete,rn,99,99,0,true,true,false,true,true,false,false
cfA-ecologistes-risque-668,reconquete,rn,86,84,2,true,true,false,true,true,false,false
cfA-renaissance-risque-669,reconquete,rn,87,71,16,true,true,false,true,false,true,false
cfA-lr-risque-671,reconquete,rn,97,94,3,true,true,false,true,true,false,true
cfA-lfi-ideologiquement_coherent-675,reconquete,rn,94,91,3,true,true,false,true,true,false,true
cfA-renaissance-ideologiquement_coherent-678,reconquete,rn,92,94,-2,true,true,false,true,true,false,true
cfA-lr-ideologiquement_coherent-680,reconquete,rn,95,92,3,true,true,false,true,true,false,true
cfA-lfi-opportuniste_electoral-684,ecologistes,ps,85,91,-6,true,true,false,true,true,false,false
cfA-lr-opportuniste_electoral-689,reconquete,rn,80,80,0,true,true,false,true,false,true,true
cfA-nouvelle_energie-opportuniste_electoral-692,reconquete,rn,89,89,0,true,true,false,true,true,false,false
cfA-lr-parti_dabord-698,reconquete,rn,89,91,-2,true,true,false,true,true,false,true
cfA-lfi-mediatique-702,ecologistes,ps,77,78,-1,true,true,false,true,true,false,false
cfA-rn-mediatique-708,ecologistes,ps,89,79,10,true,true,false,true,false,true,false
cfA-nouvelle_energie-mediatique-710,ecologistes,ps,92,85,7,true,true,false,true,false,true,true
cfA-lfi-aleatoire-720,reconquete,rn,96,87,9,true,true,false,true,false,true,false
cfA-ps-aleatoire-721,reconquete,rn,98,97,1,true,true,false,true,true,false,false
cfA-renaissance-aleatoire-723,reconquete,rn,59,73,-14,false,true,true,false,false,false,true
cfA-ps-prudent-730,reconquete,rn,99,94,5,true,true,false,true,true,false,true
cfA-renaissance-prudent-732,reconquete,rn,87,87,0,true,true,false,true,true,false,true
cfA-nouvelle_energie-prudent-737,reconquete,rn,96,97,-1,true,true,false,true,true,false,true
cfA-ecologistes-risque-740,reconquete,rn,96,97,-1,true,true,false,true,true,false,false
cfA-horizons-risque-742,reconquete,rn,90,80,10,true,true,false,true,true,false,true
cfA-lr-risque-743,reconquete,rn,94,97,-3,true,true,false,true,true,false,false
cfA-ecologistes-ideologiquement_coherent-749,reconquete,rn,99,98,1,true,true,false,true,true,false,true
cfA-nouvelle_energie-ideologiquement_coherent-755,reconquete,rn,94,91,3,true,true,false,true,true,false,true
cfA-ps-opportuniste_electoral-757,reconquete,rn,93,93,0,true,true,false,false,true,true,false
cfA-ecologistes-opportuniste_electoral-758,reconquete,rn,53,89,-36,false,true,true,false,true,true,true
cfA-lfi-parti_dabord-765,reconquete,rn,86,86,0,true,true,false,true,true,false,true
cfA-ps-parti_dabord-766,reconquete,rn,97,97,0,true,true,false,true,true,false,false
cfA-renaissance-parti_dabord-768,reconquete,rn,82,73,9,true,true,false,true,true,false,true
cfA-ps-mediatique-775,reconquete,rn,91,90,1,true,true,false,true,true,false,true
cfA-renaissance-mediatique-777,reconquete,rn,83,80,3,true,true,false,true,true,false,true
cfA-renaissance-aleatoire-795,ecologistes,ps,82,76,6,true,true,false,true,true,false,true
cfA-lr-aleatoire-797,reconquete,rn,82,92,-10,true,true,false,false,true,true,false
cfA-reconquete-aleatoire-799,ecologistes,ps,56,63,-7,false,false,false,false,false,false,true
cfA-lfi-prudent-801,reconquete,rn,97,91,6,true,true,false,true,true,false,true
cfA-nouvelle_energie-prudent-809,reconquete,rn,94,94,0,true,true,false,true,true,false,true
cfA-ps-risque-811,reconquete,rn,99,99,0,true,true,false,true,true,false,true
cfA-ecologistes-risque-812,reconquete,rn,91,85,6,true,true,false,true,false,true,false
cfA-lr-risque-815,reconquete,rn,97,93,4,true,true,false,true,true,false,true
cfA-nouvelle_energie-risque-818,reconquete,rn,79,81,-2,true,true,false,false,false,false,true
cfA-lfi-ideologiquement_coherent-819,reconquete,rn,94,98,-4,true,true,false,true,true,false,true
cfA-ecologistes-ideologiquement_coherent-821,reconquete,rn,93,100,-7,true,true,false,true,true,false,true
cfA-lr-ideologiquement_coherent-824,reconquete,rn,94,94,0,true,true,false,true,true,false,false
cfA-lfi-opportuniste_electoral-828,reconquete,rn,82,84,-2,true,true,false,true,true,false,true
cfA-ps-opportuniste_electoral-829,reconquete,rn,84,82,2,true,true,false,true,true,false,false
cfA-renaissance-opportuniste_electoral-831,ecologistes,ps,89,88,1,true,true,false,true,true,false,true
cfA-lr-opportuniste_electoral-833,reconquete,rn,76,76,0,true,true,false,false,false,false,false
cfA-nouvelle_energie-opportuniste_electoral-836,reconquete,rn,90,90,0,true,true,false,true,true,false,false
cfA-nouvelle_energie-parti_dabord-845,reconquete,rn,92,66,26,true,false,true,true,false,true,true
cfA-ps-mediatique-847,reconquete,rn,97,91,6,true,true,false,true,true,false,true
cfA-rn-contrarien-861,ecologistes,ps,62,63,-1,true,true,false,false,false,false,false
cfA-ps-aleatoire-865,reconquete,rn,84,99,-15,true,true,false,false,true,true,false
cfA-lr-aleatoire-869,reconquete,rn,89,91,-2,true,true,false,true,true,false,true
cfA-nouvelle_energie-aleatoire-872,reconquete,rn,80,84,-4,true,true,false,false,true,true,false
cfA-lfi-prudent-873,reconquete,rn,92,95,-3,true,true,false,true,true,false,true
cfA-ps-prudent-874,reconquete,rn,94,96,-2,true,true,false,true,true,false,true
cfA-lr-prudent-878,reconquete,rn,94,96,-2,true,true,false,true,true,false,true
cfA-nouvelle_energie-prudent-881,reconquete,rn,97,98,-1,true,true,false,true,true,false,false
cfA-ecologistes-risque-884,reconquete,rn,88,97,-9,true,true,false,false,true,true,true
cfA-ecologistes-ideologiquement_coherent-893,reconquete,rn,88,100,-12,true,true,false,false,true,true,false
cfA-renaissance-ideologiquement_coherent-894,reconquete,rn,95,86,9,true,true,false,true,false,true,false
cfA-lr-ideologiquement_coherent-896,reconquete,rn,94,86,8,true,true,false,true,true,false,true
cfA-nouvelle_energie-ideologiquement_coherent-899,reconquete,rn,98,96,2,true,true,false,true,true,false,false
cfA-ps-opportuniste_electoral-901,reconquete,rn,91,99,-8,true,true,false,true,true,false,true
cfA-lr-opportuniste_electoral-905,reconquete,rn,84,53,31,true,false,true,true,false,true,true
cfA-ps-parti_dabord-910,reconquete,rn,75,88,-13,true,true,false,false,true,true,false
cfA-renaissance-parti_dabord-912,reconquete,rn,84,79,5,true,true,false,true,false,true,false
cfA-horizons-parti_dabord-913,ecologistes,ps,89,77,12,true,true,false,true,true,false,true
cfA-lr-parti_dabord-914,reconquete,rn,92,98,-6,true,true,false,true,true,false,false
cfA-ps-mediatique-919,ecologistes,lfi,83,50,33,true,false,true,true,false,true,true
cfA-horizons-mediatique-922,ecologistes,ps,85,88,-3,true,true,false,true,true,false,true
cfA-nouvelle_energie-mediatique-926,reconquete,rn,79,94,-15,true,true,false,false,true,true,true
cfA-lfi-contrarien-927,reconquete,rn,51,47,4,false,false,false,false,false,false,true
cfA-renaissance-aleatoire-939,reconquete,rn,87,83,4,true,true,false,true,true,false,true
cfA-lr-aleatoire-941,reconquete,rn,84,60,24,true,false,true,true,false,true,true
cfA-rn-aleatoire-942,ecologistes,ps,87,75,12,true,true,false,true,true,false,true
cfA-lfi-prudent-945,reconquete,rn,92,86,6,true,true,false,true,true,false,false
cfA-ps-prudent-946,reconquete,rn,99,98,1,true,true,false,true,true,false,true
cfA-lr-prudent-950,reconquete,rn,94,84,10,true,true,false,true,false,true,true
cfA-renaissance-risque-957,reconquete,rn,80,77,3,true,true,false,true,false,true,false
cfA-lr-risque-959,reconquete,rn,93,94,-1,true,true,false,true,true,false,true
cfA-lfi-ideologiquement_coherent-963,reconquete,rn,93,96,-3,true,true,false,true,true,false,true
cfA-ps-ideologiquement_coherent-964,reconquete,rn,100,100,0,true,true,false,true,true,false,true
cfA-lr-opportuniste_electoral-977,reconquete,rn,60,71,-11,false,true,true,false,false,false,true
cfA-lfi-parti_dabord-981,reconquete,rn,85,90,-5,true,true,false,false,true,true,false
cfA-renaissance-parti_dabord-984,reconquete,rn,89,86,3,true,true,false,true,true,false,false
cfA-lr-parti_dabord-986,reconquete,rn,97,83,14,true,true,false,true,false,true,true
cfA-reconquete-mediatique-997,ecologistes,ps,47,53,-6,false,false,false,false,false,false,true
cfA-nouvelle_energie-mediatique-998,ecologistes,lfi,63,83,-20,false,true,true,false,false,false,true
cfA-nouvelle_energie-contrarien-1007,ecologistes,ps,49,47,2,false,false,false,false,false,false,true
cfA-ps-aleatoire-1009,reconquete,rn,85,84,1,true,true,false,true,true,false,false
cfA-lr-aleatoire-1013,reconquete,rn,48,77,-29,false,true,true,false,false,false,true
cfA-lfi-prudent-1017,reconquete,rn,88,93,-5,true,true,false,true,true,false,false
cfA-renaissance-prudent-1020,reconquete,rn,92,95,-3,true,true,false,true,true,false,false
cfA-horizons-prudent-1021,ecologistes,ps,94,94,0,true,true,false,true,true,false,false
cfA-lr-prudent-1022,reconquete,rn,78,90,-12,true,true,false,false,true,true,true
cfA-lfi-risque-1026,reconquete,rn,98,96,2,true,true,false,true,true,false,true
cfA-ps-risque-1027,ecologistes,lfi,95,97,-2,true,true,false,true,true,false,true
cfA-lr-risque-1031,reconquete,rn,84,95,-11,true,true,false,false,true,true,true
cfA-nouvelle_energie-risque-1034,reconquete,rn,91,93,-2,true,true,false,true,true,false,true
cfA-ps-ideologiquement_coherent-1036,reconquete,rn,98,98,0,true,true,false,true,true,false,false
cfA-ecologistes-ideologiquement_coherent-1037,reconquete,rn,99,89,10,true,true,false,true,true,false,false
cfA-renaissance-ideologiquement_coherent-1038,reconquete,rn,81,85,-4,true,true,false,true,true,false,false
cfA-renaissance-opportuniste_electoral-1047,reconquete,rn,87,87,0,true,true,false,true,true,false,true
cfA-ecologistes-parti_dabord-1055,reconquete,rn,97,91,6,true,true,false,true,true,false,false
cfA-reconquete-parti_dabord-1060,ecologistes,ps,56,80,-24,false,true,true,false,false,false,true
cfA-lfi-contrarien-1071,reconquete,rn,30,34,-4,false,false,false,false,false,false,false
cfA-ecologistes-contrarien-1073,reconquete,rn,64,43,21,false,false,false,false,false,false,false
cfA-lfi-aleatoire-1080,reconquete,rn,75,91,-16,true,true,false,false,true,true,false
cfA-ps-aleatoire-1081,reconquete,rn,99,94,5,true,true,false,true,true,false,true
cfA-renaissance-aleatoire-1083,reconquete,rn,78,85,-7,true,true,false,true,true,false,true
cfA-lr-aleatoire-1085,reconquete,rn,41,82,-41,false,true,true,false,true,true,true
cfA-rn-aleatoire-1086,ecologistes,lfi,92,83,9,true,true,false,true,true,false,false
cfA-reconquete-aleatoire-1087,ecologistes,ps,46,47,-1,false,false,false,false,false,false,true
cfA-lfi-prudent-1089,reconquete,rn,81,85,-4,true,true,false,false,true,true,true
cfA-ecologistes-prudent-1091,reconquete,rn,90,91,-1,true,true,false,true,true,false,true
cfA-renaissance-prudent-1092,reconquete,rn,80,86,-6,true,true,false,false,true,true,false
cfA-lfi-risque-1098,reconquete,rn,93,74,19,true,true,false,true,false,true,false
cfA-renaissance-risque-1101,reconquete,rn,75,86,-11,true,true,false,false,true,true,false
cfA-lr-risque-1103,ecologistes,ps,88,81,7,true,true,false,true,true,false,true
cfA-nouvelle_energie-ideologiquement_coherent-1115,reconquete,rn,99,83,16,true,true,false,true,false,true,true
cfA-ecologistes-opportuniste_electoral-1118,reconquete,rn,94,98,-4,true,true,false,true,true,false,false
cfA-lr-opportuniste_electoral-1121,ecologistes,ps,63,50,13,false,false,false,false,false,false,false
cfA-ps-parti_dabord-1126,reconquete,rn,93,94,-1,true,true,false,true,true,false,true
cfA-renaissance-parti_dabord-1128,ecologistes,ps,91,87,4,true,true,false,true,true,false,false
cfA-ps-mediatique-1135,reconquete,rn,76,80,-4,true,true,false,true,true,false,true
cfA-ecologistes-mediatique-1136,reconquete,rn,66,58,8,false,false,false,false,false,false,true
cfA-nouvelle_energie-mediatique-1142,reconquete,rn,87,68,19,true,false,true,true,false,true,true
cfA-ps-contrarien-1144,reconquete,rn,56,42,14,false,false,false,false,false,false,false
cfA-renaissance-contrarien-1146,reconquete,rn,35,50,-15,false,false,false,false,false,false,true
cfA-lfi-aleatoire-1152,reconquete,rn,85,83,2,true,true,false,true,true,false,true
cfA-renaissance-aleatoire-1155,reconquete,rn,77,81,-4,true,true,false,false,true,true,true
cfA-rn-aleatoire-1158,ecologistes,ps,91,89,2,true,true,false,true,true,false,true
cfA-lfi-prudent-1161,reconquete,rn,93,96,-3,true,true,false,true,true,false,true
cfA-ps-prudent-1162,reconquete,rn,87,97,-10,true,true,false,true,true,false,false
cfA-ecologistes-prudent-1163,reconquete,rn,95,89,6,true,true,false,true,true,false,true
cfA-lfi-risque-1170,reconquete,rn,86,85,1,true,true,false,false,true,true,false
cfA-renaissance-risque-1173,reconquete,rn,86,89,-3,true,true,false,true,true,false,true
cfA-nouvelle_energie-risque-1178,ecologistes,ps,96,97,-1,true,true,false,true,true,false,false
cfA-lfi-ideologiquement_coherent-1179,reconquete,rn,99,94,5,true,true,false,true,true,false,true
cfA-ecologistes-ideologiquement_coherent-1181,reconquete,rn,97,97,0,true,true,false,true,true,false,false
cfA-renaissance-ideologiquement_coherent-1182,reconquete,rn,93,84,9,true,true,false,true,true,false,false
cfA-lr-opportuniste_electoral-1193,reconquete,rn,76,65,11,true,false,true,false,false,false,true
cfA-nouvelle_energie-opportuniste_electoral-1196,reconquete,rn,74,93,-19,true,true,false,false,true,true,false
cfA-ps-parti_dabord-1198,reconquete,rn,85,96,-11,true,true,false,true,true,false,false
cfA-renaissance-parti_dabord-1200,ecologistes,ps,73,74,-1,true,true,false,false,false,false,true
cfA-nouvelle_energie-parti_dabord-1205,reconquete,rn,90,93,-3,true,true,false,true,true,false,true
cfA-nouvelle_energie-mediatique-1214,reconquete,rn,90,88,2,true,true,false,true,true,false,true
cfA-ps-contrarien-1216,reconquete,rn,81,79,2,true,true,false,true,true,false,true
cfA-horizons-contrarien-1219,reconquete,rn,29,63,-34,false,true,true,false,false,false,true
cfA-reconquete-contrarien-1222,ecologistes,ps,47,39,8,false,false,false,false,false,false,true
cfA-lfi-aleatoire-1224,reconquete,rn,88,77,11,true,true,false,false,false,false,true
cfA-ps-aleatoire-1225,reconquete,rn,85,86,-1,true,true,false,false,false,false,false
cfA-renaissance-aleatoire-1227,reconquete,rn,81,80,1,true,true,false,true,true,false,false
cfA-lr-aleatoire-1229,reconquete,rn,90,88,2,true,true,false,true,true,false,true
cfA-nouvelle_energie-aleatoire-1232,reconquete,rn,99,89,10,true,true,false,true,false,true,false
cfA-ps-prudent-1234,reconquete,rn,86,86,0,true,true,false,true,true,false,true
cfA-renaissance-prudent-1236,reconquete,rn,92,76,16,true,true,false,true,false,true,false
cfA-rn-prudent-1239,ecologistes,ps,88,88,0,true,true,false,true,true,false,false
cfA-nouvelle_energie-prudent-1241,reconquete,rn,93,92,1,true,true,false,true,true,false,false
cfA-ps-risque-1243,reconquete,rn,89,98,-9,true,true,false,true,true,false,false
cfA-renaissance-risque-1245,ecologistes,ps,95,89,6,true,true,false,true,true,false,false
cfA-ps-ideologiquement_coherent-1252,reconquete,rn,100,98,2,true,true,false,true,true,false,false
cfA-renaissance-ideologiquement_coherent-1254,reconquete,rn,87,87,0,true,true,false,true,true,false,true
cfA-lr-ideologiquement_coherent-1256,ecologistes,ps,87,92,-5,true,true,false,true,true,false,false
cfA-reconquete-ideologiquement_coherent-1258,ecologistes,ps,58,65,-7,false,false,false,false,false,false,true
cfA-ps-opportuniste_electoral-1261,reconquete,rn,99,96,3,true,true,false,true,true,false,true
cfA-ecologistes-opportuniste_electoral-1262,reconquete,rn,95,87,8,true,true,false,true,false,true,true
cfA-nouvelle_energie-opportuniste_electoral-1268,reconquete,rn,96,95,1,true,true,false,true,true,false,true
cfA-lfi-parti_dabord-1269,reconquete,rn,96,83,13,true,true,false,true,true,false,true
cfA-ps-parti_dabord-1270,reconquete,rn,97,92,5,true,true,false,true,true,false,true
cfA-ecologistes-parti_dabord-1271,reconquete,rn,91,65,26,true,false,true,true,false,true,true
cfA-renaissance-parti_dabord-1272,ecologistes,ps,83,74,9,true,true,false,true,false,true,true
cfA-lr-mediatique-1283,ecologistes,ps,79,85,-6,true,true,false,true,true,false,true
cfA-ecologistes-contrarien-1289,reconquete,rn,38,60,-22,false,false,false,false,false,false,false
cfA-horizons-prudent-1309,ecologistes,ps,91,91,0,true,true,false,true,true,false,true
cfA-lr-risque-1319,reconquete,rn,98,87,11,true,true,false,true,false,true,false
cfA-nouvelle_energie-risque-1322,reconquete,rn,93,90,3,true,true,false,true,true,false,true
cfA-lfi-ideologiquement_coherent-1323,reconquete,rn,96,92,4,true,true,false,true,true,false,false
cfA-ps-ideologiquement_coherent-1324,reconquete,rn,100,100,0,true,true,false,true,true,false,false
cfA-ecologistes-ideologiquement_coherent-1325,reconquete,rn,99,99,0,true,true,false,true,true,false,true
cfA-horizons-ideologiquement_coherent-1327,ecologistes,ps,90,91,-1,true,true,false,true,true,false,false
cfA-lr-ideologiquement_coherent-1328,reconquete,rn,91,81,10,true,true,false,true,false,true,true
cfA-rn-ideologiquement_coherent-1329,ecologistes,ps,90,91,-1,true,true,false,true,true,false,false
cfA-nouvelle_energie-ideologiquement_coherent-1331,reconquete,rn,99,100,-1,true,true,false,true,true,false,true
cfA-lfi-opportuniste_electoral-1332,reconquete_dissidence_15,rn,92,90,2,true,true,false,true,true,false,false
