agent,decisionIndex,polling
parti_dabord,10,12.976
parti_dabord,15,13.384
parti_dabord,20,14.7
parti_dabord,0,13
parti_dabord,5,11.968
parti_dabord,10,12.784
parti_dabord,15,13.622
parti_dabord,20,13.6
parti_dabord,0,12.1
parti_dabord,5,12.506
parti_dabord,10,13.315
parti_dabord,15,13.748
parti_dabord,20,12.4
parti_dabord,0,10.9
parti_dabord,5,12.343
parti_dabord,10,13.143
parti_dabord,15,13.854
parti_dabord,20,11.6
parti_dabord,0,10.3
parti_dabord,5,11.941
parti_dabord,10,12.656
parti_dabord,15,12.897
parti_dabord,20,15.9
parti_dabord,0,12.5
parti_dabord,5,11.573
parti_dabord,10,12.451
parti_dabord,15,13.11
parti_dabord,20,12.8
parti_dabord,0,13.7
parti_dabord,5,11.425
parti_dabord,10,12.399
parti_dabord,15,13.335
parti_dabord,20,12.8
parti_dabord,0,13.2
parti_dabord,5,11.681
parti_dabord,10,12.118
parti_dabord,15,12.508
parti_dabord,20,15.3
parti_dabord,0,10.9
parti_dabord,5,11.836
parti_dabord,10,13.281
parti_dabord,15,14.402
parti_dabord,20,15.2
parti_dabord,0,13.8
parti_dabord,5,11.819
parti_dabord,10,13.076
parti_dabord,15,13.428
parti_dabord,20,11.3
parti_dabord,0,13.1
parti_dabord,5,11.643
parti_dabord,10,12.527
parti_dabord,15,13.096
parti_dabord,20,13.6
mediatique,0,13.1
mediatique,5,12.037
mediatique,10,12.898
mediatique,15,13.589
mediatique,20,13.7
mediatique,0,13.7
mediatique,5,11.8
mediatique,10,12.276
mediatique,15,12.362
mediatique,20,15.1
mediatique,0,10
mediatique,5,12.396
mediatique,10,13.635
mediatique,15,14.304
mediatique,20,12.3
mediatique,0,9.9
mediatique,5,11.708
mediatique,10,12.432
mediatique,15,13.281
mediatique,20,9.8
mediatique,0,8.7
mediatique,5,12.276
mediatique,10,12.699
mediatique,15,13.167
mediatique,20,17.8
mediatique,0,7.7
mediatique,5,11.656
mediatique,10,12.655
mediatique,15,12.79
mediatique,20,13.3
mediatique,0,8.3
mediatique,5,12.363
mediatique,10,11.812
mediatique,15,11.876
mediatique,20,11.3
mediatique,0,13.4
mediatique,5,12.444
mediatique,10,11.637
mediatique,15,11.81
mediatique,20,14
mediatique,0,14.2
mediatique,5,11.689
mediatique,10,11.908
mediatique,15,12.216
mediatique,20,16.5
mediatique,0,10
mediatique,5,12.046
mediatique,10,13.177
mediatique,15,13.713
mediatique,20,12.8
mediatique,0,10.6
mediatique,5,11.575
mediatique,10,12.665
mediatique,15,13.057
mediatique,20,11.8
mediatique,0,14.2
mediatique,5,11.618
mediatique,10,12.43
mediatique,15,13.336
mediatique,20,13.2
mediatique,0,14.1
mediatique,5,11.944
mediatique,10,11.727
mediatique,15,12.61
mediatique,20,15.5
mediatique,0,11.9
mediatique,5,11.491
mediatique,10,11.803
mediatique,15,13.108
mediatique,20,14.4
mediatique,0,9.9
mediatique,5,11.812
mediatique,10,12.155
mediatique,15,12.263
mediatique,20,14
contrarien,0,9.8
contrarien,5,11.592
contrarien,10,11.658
contrarien,15,11.982
contrarien,20,9.6
contrarien,0,10.2
contrarien,5,12.297
contrarien,10,12.3
contrarien,15,11.661
contrarien,20,14.7
contrarien,0,8.2
contrarien,5,12.012
contrarien,10,12.09
contrarien,15,12.867
contrarien,20,15.3
contrarien,0,14.7
contrarien,5,11.619
contrarien,10,10.875
contrarien,15,10.622
contrarien,20,11.1
contrarien,0,13.4
contrarien,5,11.623
contrarien,10,11.498
contrarien,15,11.523
contrarien,20,9.3
contrarien,0,10.4
contrarien,5,12.151
contrarien,10,11.699
contrarien,15,11.219
contrarien,20,7.9
contrarien,0,9.4
contrarien,5,12.635
contrarien,10,11.877
contrarien,15,11.297
contrarien,20,15.8
contrarien,0,11.9
contrarien,5,11.985
contrarien,10,12.446
contrarien,15,12.795
contrarien,20,14.5
contrarien,0,9.4
contrarien,5,11.25
contrarien,10,11.527
contrarien,15,11.387
contrarien,20,7.7
contrarien,0,9
contrarien,5,11.477
contrarien,10,11.475
contrarien,15,10.967
contrarien,20,12.1
contrarien,0,12.8
contrarien,5,11.678
contrarien,10,11.236
contrarien,15,11.59
contrarien,20,12.6
contrarien,0,13.4
contrarien,5,12.019
contrarien,10,12.301
contrarien,15,12.225
contrarien,20,14.5
contrarien,0,10.3
contrarien,5,13.029
contrarien,10,12.554
contrarien,15,12.689
contrarien,20,12.6
contrarien,0,12.8
contrarien,5,11.536
contrarien,10,10.821
contrarien,15,11.06
contrarien,20,11.5
contrarien,0,10.5
contrarien,5,9.999
contrarien,10,10.334
contrarien,15,10.833
contrarien,20,9.8
aleatoire,0,16.9
aleatoire,5,13.902
aleatoire,10,14.211
aleatoire,15,14.895
aleatoire,20,16.4
aleatoire,0,11
aleatoire,5,14.43
aleatoire,10,14.931
aleatoire,15,14.89
aleatoire,20,17.7
aleatoire,0,15
aleatoire,5,14.06
aleatoire,10,14.447
aleatoire,15,14.937
aleatoire,20,16.3
aleatoire,0,11.3
aleatoire,5,14.138
aleatoire,10,15.045
aleatoire,15,14.757
aleatoire,20,12.6
aleatoire,0,14
aleatoire,5,15.014
aleatoire,10,14.661
aleatoire,15,15.117
aleatoire,20,17.2
aleatoire,0,12.9
aleatoire,5,14.025
aleatoire,10,14.329
aleatoire,15,15.597
aleatoire,20,17.4
aleatoire,0,16.4
aleatoire,5,13.599
aleatoire,10,13.32
aleatoire,15,13.268
aleatoire,20,16.6
aleatoire,0,11.7
aleatoire,5,13.472
aleatoire,10,14.171
aleatoire,15,14.657
aleatoire,20,15.3
aleatoire,0,12
aleatoire,5,14.171
aleatoire,10,14.675
aleatoire,15,15.762
aleatoire,20,15.7
aleatoire,0,16.5
aleatoire,5,13.508
aleatoire,10,14.215
aleatoire,15,15.391
aleatoire,20,14.8
aleatoire,0,15.9
aleatoire,5,14.288
aleatoire,10,14.811
aleatoire,15,15.171
aleatoire,20,15.7
aleatoire,0,14.1
aleatoire,5,14.365
aleatoire,10,14.028
aleatoire,15,14.508
aleatoire,20,14.2
aleatoire,0,15.3
aleatoire,5,14.605
aleatoire,10,15.112
aleatoire,15,16.215
aleatoire,20,13.6
aleatoire,0,14.8
aleatoire,5,13.892
aleatoire,10,14.03
aleatoire,15,14.126
aleatoire,20,16.6
aleatoire,0,10.6
aleatoire,5,14.03
aleatoire,10,14.517
aleatoire,15,14.142
aleatoire,20,13.5
prudent,0,11
prudent,5,14.633
prudent,10,14.959
prudent,15,15.533
prudent,20,16.8
prudent,0,15.8
prudent,5,14.381
prudent,10,15.03
prudent,15,15.49
prudent,20,15.8
prudent,0,9.5
prudent,5,13.982
prudent,10,14.472
prudent,15,15.611
prudent,20,12.7
prudent,0,15.3
prudent,5,14.947
prudent,10,15.974
prudent,15,16.94
prudent,20,19.1
prudent,0,14.6
prudent,5,14.439
prudent,10,15.091
prudent,15,16.201
prudent,20,14.7
prudent,0,16.7
prudent,5,14.665
prudent,10,14.548
prudent,15,14.896
prudent,20,12.9
prudent,0,13.5
prudent,5,14.27
prudent,10,15.101
prudent,15,15.923
prudent,20,15.9
prudent,0,16.7
prudent,5,14.499
prudent,10,15.745
prudent,15,16.253
prudent,20,16.7
prudent,0,15.5
prudent,5,13.837
prudent,10,14.923
prudent,15,15.673
prudent,20,13.1
prudent,0,14.4
prudent,5,13.967
prudent,10,15.255
prudent,15,15.641
prudent,20,16.8
prudent,0,9.7
prudent,5,14.143
prudent,10,15.453
prudent,15,16.255
prudent,20,14.6
prudent,0,15.5
prudent,5,13.948
prudent,10,14.719
prudent,15,15.421
prudent,20,17.2
prudent,0,11.5
prudent,5,14.055
prudent,10,14.739
prudent,15,14.894
prudent,20,17
prudent,0,13.7
prudent,5,14.091
prudent,10,14.752
prudent,15,16.419
prudent,20,14.1
prudent,0,12.8
prudent,5,13.778
prudent,10,13.722
prudent,15,14.844
prudent,20,15.2
risque,0,8.9
risque,5,14.362
risque,10,15.081
risque,15,16.136
risque,20,17.1
risque,0,13.8
risque,5,15.122
risque,10,16.202
risque,15,16.12
risque,20,15.7
risque,0,10
risque,5,13.309
risque,10,14.76
risque,15,15.056
risque,20,16.3
risque,0,17.5
risque,5,14.471
risque,10,15.201
risque,15,15.812
risque,20,14.7
risque,0,10
risque,5,14.047
risque,10,14.643
risque,15,15.637
risque,20,17.7
risque,0,14.4
risque,5,14.157
risque,10,15.468
risque,15,15.993
risque,20,15.5
risque,0,15.6
risque,5,14.015
risque,10,14.789
risque,15,15.233
risque,20,12.1
risque,0,11.4
risque,5,14.525
risque,10,15.963
risque,15,16.905
risque,20,18.2
risque,0,16.8
risque,5,14.895
risque,10,15.692
risque,15,16.219
risque,20,15.4
risque,0,13.9
risque,5,14.149
risque,10,15.05
risque,15,15.679
risque,20,16.5
risque,0,13.4
risque,5,13.056
risque,10,14.002
risque,15,14.692
risque,20,16.5
risque,0,13.6
risque,5,14.187
risque,10,14.831
risque,15,16.446
risque,20,17.1
risque,0,14.3
risque,5,14.139
risque,10,15.698
risque,15,17.299
risque,20,21.2
risque,0,14.1
risque,5,13.815
risque,10,14.374
risque,15,14.971
risque,20,17.6
risque,0,10.4
risque,5,14.299
risque,10,14.872
risque,15,15.854
risque,20,21
ideologiquement_coherent,0,11.8
ideologiquement_coherent,5,14.084
ideologiquement_coherent,10,15.063
ideologiquement_coherent,15,15.986
ideologiquement_coherent,20,16.7
ideologiquement_coherent,0,11.6
ideologiquement_coherent,5,14.41
ideologiquement_coherent,10,15.694
ideologiquement_coherent,15,16.564
ideologiquement_coherent,20,14.7
ideologiquement_coherent,0,9.7
ideologiquement_coherent,5,14.261
ideologiquement_coherent,10,15.307
ideologiquement_coherent,15,16.377
ideologiquement_coherent,20,17.7
ideologiquement_coherent,0,11.3
ideologiquement_coherent,5,14.182
ideologiquement_coherent,10,14.902
ideologiquement_coherent,15,15.162
ideologiquement_coherent,20,19
ideologiquement_coherent,0,13.7
ideologiquement_coherent,5,14.711
ideologiquement_coherent,10,15.908
ideologiquement_coherent,15,16.906
ideologiquement_coherent,20,12.8
ideologiquement_coherent,0,14
ideologiquement_coherent,5,14.226
ideologiquement_coherent,10,15.372
ideologiquement_coherent,15,16.117
ideologiquement_coherent,20,13.2
ideologiquement_coherent,0,12.9
ideologiquement_coherent,5,14.453
ideologiquement_coherent,10,15.13
ideologiquement_coherent,15,15.231
ideologiquement_coherent,20,18.3
ideologiquement_coherent,0,15.1
ideologiquement_coherent,5,14.374
ideologiquement_coherent,10,14.953
ideologiquement_coherent,15,15.792
ideologiquement_coherent,20,19.7
ideologiquement_coherent,0,12.5
ideologiquement_coherent,5,13.641
ideologiquement_coherent,10,14.65
ideologiquement_coherent,15,15.733
ideologiquement_coherent,20,19.3
ideologiquement_coherent,0,12.3
ideologiquement_coherent,5,14.011
ideologiquement_coherent,10,14.739
ideologiquement_coherent,15,15.337
ideologiquement_coherent,20,14.9
ideologiquement_coherent,0,13.2
ideologiquement_coherent,5,14.028
ideologiquement_coherent,10,14.732
ideologiquement_coherent,15,15.785
ideologiquement_coherent,20,18.4
ideologiquement_coherent,0,12.2
ideologiquement_coherent,5,14.139
ideologiquement_coherent,10,14.982
ideologiquement_coherent,15,15.633
ideologiquement_coherent,20,16.1
ideologiquement_coherent,0,11.3
ideologiquement_coherent,5,13.634
ideologiquement_coherent,10,14.499
ideologiquement_coherent,15,15.186
ideologiquement_coherent,20,16
ideologiquement_coherent,0,10.5
ideologiquement_coherent,5,14.054
ideologiquement_coherent,10,15.214
ideologiquement_coherent,15,16.121
ideologiquement_coherent,20,14.4
ideologiquement_coherent,0,17.1
ideologiquement_coherent,5,14.329
ideologiquement_coherent,10,15.473
ideologiquement_coherent,15,16.374
ideologiquement_coherent,20,15.3
opportuniste_electoral,0,11.1
opportuniste_electoral,5,13.977
opportuniste_electoral,10,14.686
opportuniste_electoral,15,16.214
opportuniste_electoral,20,12.7
opportuniste_electoral,0,14.5
opportuniste_electoral,5,14.536
opportuniste_electoral,10,14.73
opportuniste_electoral,15,14.871
opportuniste_electoral,20,16.6
opportuniste_electoral,0,10.5
opportuniste_electoral,5,14.095
opportuniste_electoral,10,15.244
opportuniste_electoral,15,15.727
opportuniste_electoral,20,12.7
opportuniste_electoral,0,15.1
opportuniste_electoral,5,13.814
opportuniste_electoral,10,14.267
opportuniste_electoral,15,14.923
opportuniste_electoral,20,12.5
opportuniste_electoral,0,10.8
opportuniste_electoral,5,14.177
opportuniste_electoral,10,14.006
opportuniste_electoral,15,14.22
opportuniste_electoral,20,15.4
opportuniste_electoral,0,13.3
opportuniste_electoral,5,13.603
opportuniste_electoral,10,14.529
opportuniste_electoral,15,14.219
opportuniste_electoral,20,16.8
opportuniste_electoral,0,12.7
opportuniste_electoral,5,14.132
opportuniste_electoral,10,15.816
opportuniste_electoral,15,16.653
opportuniste_electoral,20,17.2
opportuniste_electoral,0,11.3
opportuniste_electoral,5,14.333
opportuniste_electoral,10,15.385
opportuniste_electoral,15,16.094
opportuniste_electoral,20,13.4
opportuniste_electoral,0,13.9
opportuniste_electoral,5,13.641
opportuniste_electoral,10,13.833
opportuniste_electoral,15,13.94
opportuniste_electoral,20,16.8
opportuniste_electoral,0,12.6
opportuniste_electoral,5,13.92
opportuniste_electoral,10,13.995
opportuniste_electoral,15,15.158
opportuniste_electoral,20,13.3
opportuniste_electoral,0,12.8
opportuniste_electoral,5,14.004
opportuniste_electoral,10,13.275
opportuniste_electoral,15,14.038
opportuniste_electoral,20,15.6
opportuniste_electoral,0,14.9
opportuniste_electoral,5,14.343
opportuniste_electoral,10,15.317
opportuniste_electoral,15,14.931
opportuniste_electoral,20,12
opportuniste_electoral,0,13.6
opportuniste_electoral,5,14.127
opportuniste_electoral,10,13.937
opportuniste_electoral,15,14.232
opportuniste_electoral,20,16.1
opportuniste_electoral,0,15.1
opportuniste_electoral,5,14.524
opportuniste_electoral,10,15.32
opportuniste_electoral,15,16.266
opportuniste_electoral,20,19.7
opportuniste_electoral,0,12
opportuniste_electoral,5,14.586
opportuniste_electoral,10,15.165
opportuniste_electoral,15,15.812
opportuniste_electoral,20,15.4
parti_dabord,0,13.5
parti_dabord,5,13.625
parti_dabord,10,14.316
parti_dabord,15,14.274
parti_dabord,20,14.5
parti_dabord,0,9.7
parti_dabord,5,14.011
parti_dabord,10,14.575
parti_dabord,15,15.305
parti_dabord,20,16.9
parti_dabord,0,12
parti_dabord,5,14.383
parti_dabord,10,14.752
parti_dabord,15,15.549
parti_dabord,20,15.2
parti_dabord,0,9.9
parti_dabord,5,13.908
parti_dabord,10,13.994
parti_dabord,15,14.032
parti_dabord,20,14.5
parti_dabord,0,13.9
parti_dabord,5,13.834
parti_dabord,10,14.696
parti_dabord,15,15.188
parti_dabord,20,16
parti_dabord,0,13.1
parti_dabord,5,13.4
parti_dabord,10,13.859
parti_dabord,15,13.551
parti_dabord,20,12.7
parti_dabord,0,15
parti_dabord,5,13.46
parti_dabord,10,13.886
parti_dabord,15,14.465
parti_dabord,20,11.2
parti_dabord,0,15.3
parti_dabord,5,13.924
parti_dabord,10,14.598
parti_dabord,15,15.298
parti_dabord,20,14.9
parti_dabord,0,12.5
parti_dabord,5,13.122
parti_dabord,10,13.927
parti_dabord,15,14.381
parti_dabord,20,17.7
parti_dabord,0,17.3
parti_dabord,5,14.079
parti_dabord,10,14.777
parti_dabord,15,15.147
parti_dabord,20,11.2
parti_dabord,0,14.6
parti_dabord,5,13.846
parti_dabord,10,13.66
parti_dabord,15,14.263
parti_dabord,20,17.6
parti_dabord,0,14.8
parti_dabord,5,14.132
parti_dabord,10,14.833
parti_dabord,15,15.057
parti_dabord,20,17.1
parti_dabord,0,15.5
parti_dabord,5,14.112
parti_dabord,10,14.494
parti_dabord,15,15.146
parti_dabord,20,12.8
parti_dabord,0,12.7
parti_dabord,5,13.582
parti_dabord,10,14.491
parti_dabord,15,13.876
parti_dabord,20,13
parti_dabord,0,13
parti_dabord,5,13.747
parti_dabord,10,14.352
parti_dabord,15,14.868
parti_dabord,20,15.6
mediatique,0,10.4
mediatique,5,13.531
mediatique,10,13.041
mediatique,15,12.311
mediatique,20,15.8
mediatique,0,15.6
mediatique,5,13.572
mediatique,10,13.92
mediatique,15,14.761
mediatique,20,15.7
mediatique,0,13.5
mediatique,5,14.072
mediatique,10,14.848
mediatique,15,15
mediatique,20,15.9
mediatique,0,13
mediatique,5,13.267
mediatique,10,14.284
mediatique,15,13.876
mediatique,20,15.1
mediatique,0,14.2
mediatique,5,13.754
mediatique,10,14.071
mediatique,15,13.197
mediatique,20,13.8
mediatique,0,12.2
mediatique,5,14.726
mediatique,10,14.65
mediatique,15,14.79
mediatique,20,17.9
mediatique,0,14.5
mediatique,5,13.756
mediatique,10,13.996
mediatique,15,13.705
mediatique,20,12.8
mediatique,0,11.9
mediatique,5,13.838
mediatique,10,14.506
mediatique,15,14.223
mediatique,20,12.1
mediatique,0,13.8
mediatique,5,13.917
mediatique,10,13.685
mediatique,15,14.847
mediatique,20,13.3
mediatique,0,16.5
mediatique,5,13.605
mediatique,10,14.092
mediatique,15,14.482
mediatique,20,15.2
mediatique,0,14.2
mediatique,5,13.991
mediatique,10,13.941
mediatique,15,14.273
mediatique,20,12.8
mediatique,0,16.7
mediatique,5,13.633
mediatique,10,13.974
mediatique,15,13.32
mediatique,20,13.4
mediatique,0,15.7
mediatique,5,14.132
mediatique,10,14.515
mediatique,15,14.918
mediatique,20,16
mediatique,0,12
mediatique,5,13.428
mediatique,10,14.263
mediatique,15,14.367
mediatique,20,13.8
mediatique,0,15.9
mediatique,5,13.889
mediatique,10,14.421
mediatique,15,15.514
mediatique,20,13.4
contrarien,0,13.8
contrarien,5,13.004
contrarien,10,13.595
contrarien,15,12.993
contrarien,20,10.6
contrarien,0,15.8
contrarien,5,13.83
contrarien,10,12.347
contrarien,15,12.905
contrarien,20,14.4
contrarien,0,15.7
contrarien,5,13.899
contrarien,10,13.073
contrarien,15,12.498
contrarien,20,15.2
contrarien,0,12.6
contrarien,5,13.957
contrarien,10,13.857
contrarien,15,13.97
contrarien,20,13.4
contrarien,0,15.5
contrarien,5,14.054
contrarien,10,12.833
contrarien,15,13.122
contrarien,20,13.9
contrarien,0,10
contrarien,5,13.181
contrarien,10,14.013
contrarien,15,14.115
contrarien,20,11.4
contrarien,0,16.1
contrarien,5,13.572
contrarien,10,13.781
contrarien,15,12.829
contrarien,20,13.1
contrarien,0,14.7
contrarien,5,14.307
contrarien,10,14.582
contrarien,15,14.658
contrarien,20,18.2
contrarien,0,11.8
contrarien,5,12.848
contrarien,10,13.143
contrarien,15,13.776
contrarien,20,16.2
contrarien,0,10.1
contrarien,5,13.744
contrarien,10,14.55
contrarien,15,13.011
contrarien,20,16.1
contrarien,0,10.3
contrarien,5,13.159
contrarien,10,12.789
contrarien,15,12.786
contrarien,20,11
contrarien,0,13.5
contrarien,5,13.804
contrarien,10,13.993
contrarien,15,14.375
contrarien,20,17.3
contrarien,0,17.1
contrarien,5,13.59
contrarien,10,12.443
contrarien,15,11.89
contrarien,20,11.7
contrarien,0,9.7
contrarien,5,13.335
contrarien,10,13.301
contrarien,15,13.617
contrarien,20,10.8
contrarien,0,13.6
contrarien,5,13.271
contrarien,10,12.323
contrarien,15,12.657
contrarien,20,10.3
aleatoire,0,7.5
aleatoire,5,7.806
aleatoire,10,9.075
aleatoire,15,9.205
aleatoire,20,6.1
aleatoire,0,5
aleatoire,5,7.468
aleatoire,10,8.509
aleatoire,15,8.466
aleatoire,20,10.6
aleatoire,0,9.5
aleatoire,5,7.647
aleatoire,10,8.061
aleatoire,15,7.127
aleatoire,20,9.7
aleatoire,0,6.3
aleatoire,5,7.799
aleatoire,10,8.458
aleatoire,15,9.227
aleatoire,20,10.7
aleatoire,0,7.2
aleatoire,5,7.768
aleatoire,10,8.668
aleatoire,15,9.522
aleatoire,20,12.9
aleatoire,0,3.7
aleatoire,5,7.557
aleatoire,10,8.021
aleatoire,15,9.025
aleatoire,20,10.2
aleatoire,0,6.7
aleatoire,5,8.537
aleatoire,10,9.033
aleatoire,15,9.342
aleatoire,20,13.2
aleatoire,0,7.3
aleatoire,5,6.808
aleatoire,10,7.924
aleatoire,15,8.694
aleatoire,20,12
aleatoire,0,6
aleatoire,5,7.81
aleatoire,10,8.404
aleatoire,15,8.293
aleatoire,20,5.5
aleatoire,0,8.8
aleatoire,5,6.634
aleatoire,10,6.743
aleatoire,15,7.805
aleatoire,20,7.6
aleatoire,0,7.6
aleatoire,5,7.35
aleatoire,10,7.553
aleatoire,15,7.971
aleatoire,20,7.6
aleatoire,0,5.4
aleatoire,5,6.986
aleatoire,10,7.631
aleatoire,15,8.183
aleatoire,20,6.8
aleatoire,0,8.3
aleatoire,5,7.274
aleatoire,10,8.462
aleatoire,15,9.307
aleatoire,20,11.7
aleatoire,0,5.1
aleatoire,5,7.631
aleatoire,10,7.964
aleatoire,15,8.171
aleatoire,20,9.4
aleatoire,0,9.1
aleatoire,5,7.65
aleatoire,10,8.638
aleatoire,15,9.131
aleatoire,20,6.8
prudent,0,4.8
prudent,5,7.337
prudent,10,7.488
prudent,15,8.138
prudent,20,5.5
prudent,0,6
prudent,5,8.328
prudent,10,8.755
prudent,15,9.561
prudent,20,9
prudent,0,7.3
prudent,5,7.831
prudent,10,7.93
prudent,15,8.423
prudent,20,11.8
prudent,0,6.8
prudent,5,6.989
prudent,10,7.925
prudent,15,8.355
prudent,20,11.2
prudent,0,6.3
prudent,5,8.008
prudent,10,9.314
prudent,15,9.821
prudent,20,7.3
prudent,0,8.4
prudent,5,8.349
prudent,10,9.381
prudent,15,9.862
prudent,20,8.8
prudent,0,6.4
prudent,5,7.136
prudent,10,8.345
prudent,15,9.354
prudent,20,8.7
prudent,0,4.4
prudent,5,6.616
prudent,10,7.128
prudent,15,8.52
prudent,20,10.8
prudent,0,8.1
prudent,5,6.988
prudent,10,7.95
prudent,15,8.446
prudent,20,12.1
prudent,0,9.1
prudent,5,7.518
prudent,10,8.254
prudent,15,9.097
prudent,20,9.1
prudent,0,9.8
prudent,5,8.394
prudent,10,8.74
prudent,15,9.274
prudent,20,7
prudent,0,9.2
prudent,5,8.557
prudent,10,9.112
prudent,15,9.373
prudent,20,8.1
prudent,0,10.2
prudent,5,7.892
prudent,10,8.73
prudent,15,9.758
prudent,20,6.2
prudent,0,7.5
prudent,5,8.522
prudent,10,9.97
prudent,15,11.13
prudent,20,15.4
prudent,0,3.7
prudent,5,7.639
prudent,10,8.655
prudent,15,8.81
prudent,20,11.3
risque,0,6.8
risque,5,8.186
risque,10,8.436
risque,15,8.87
risque,20,10.2
risque,0,3.3
risque,5,8.478
risque,10,9.833
risque,15,10.971
risque,20,15.6
risque,0,8.8
risque,5,8.759
risque,10,9.431
risque,15,9.78
risque,20,7.3
risque,0,3.8
risque,5,7.378
risque,10,9.02
risque,15,9.49
risque,20,11.1
risque,0,9.1
risque,5,8.411
risque,10,9.172
risque,15,10.365
risque,20,9.4
risque,0,7.4
risque,5,7.559
risque,10,8.671
risque,15,8.649
risque,20,7.3
risque,0,3.8
risque,5,8.678
risque,10,9.778
risque,15,10.373
risque,20,9.5
risque,0,6.4
risque,5,8.284
risque,10,9.245
risque,15,9.876
risque,20,11.3
risque,0,4
risque,5,7.879
risque,10,8.81
risque,15,10.541
risque,20,7.6
risque,0,7.9
risque,5,8.225
risque,10,8.43
risque,15,9.137
risque,20,6.1
risque,0,7.1
risque,5,8.315
risque,10,9.004
risque,15,8.773
risque,20,6.8
risque,0,4.9
risque,5,8.051
risque,10,9.034
risque,15,9.766
risque,20,14.1
risque,0,7.4
risque,5,7.983
risque,10,8.908
risque,15,9.032
risque,20,8.6
risque,0,8.3
risque,5,8.025
risque,10,9.24
risque,15,9.889
risque,20,6
risque,0,7.4
risque,5,7.925
risque,10,8.968
risque,15,9.966
risque,20,13
ideologiquement_coherent,0,6.5
ideologiquement_coherent,5,7.506
ideologiquement_coherent,10,9.053
ideologiquement_coherent,15,10.431
ideologiquement_coherent,20,10
ideologiquement_coherent,0,8
ideologiquement_coherent,5,8.148
ideologiquement_coherent,10,9.165
ideologiquement_coherent,15,10.366
ideologiquement_coherent,20,11.1
ideologiquement_coherent,0,9.4
ideologiquement_coherent,5,7.421
ideologiquement_coherent,10,8.396
ideologiquement_coherent,15,9.621
ideologiquement_coherent,20,14.4
ideologiquement_coherent,0,10.3
ideologiquement_coherent,5,8.193
ideologiquement_coherent,10,9.166
ideologiquement_coherent,15,10.772
ideologiquement_coherent,20,11.6
ideologiquement_coherent,0,9.9
ideologiquement_coherent,5,7.991
ideologiquement_coherent,10,8.873
ideologiquement_coherent,15,10.324
ideologiquement_coherent,20,8.4
ideologiquement_coherent,0,5.5
ideologiquement_coherent,5,7.634
ideologiquement_coherent,10,8.573
ideologiquement_coherent,15,9.537
ideologiquement_coherent,20,11.3
ideologiquement_coherent,0,5.6
ideologiquement_coherent,5,8.039
ideologiquement_coherent,10,8.715
ideologiquement_coherent,15,9.994
ideologiquement_coherent,20,9
ideologiquement_coherent,0,9.6
ideologiquement_coherent,5,7.318
ideologiquement_coherent,10,8.4
ideologiquement_coherent,15,9.232
ideologiquement_coherent,20,10.7
ideologiquement_coherent,0,4.5
ideologiquement_coherent,5,8.147
ideologiquement_coherent,10,8.465
ideologiquement_coherent,15,9.88
ideologiquement_coherent,20,11.4
ideologiquement_coherent,0,8.8
ideologiquement_coherent,5,8.295
ideologiquement_coherent,10,9.228
ideologiquement_coherent,15,10.316
ideologiquement_coherent,20,13
ideologiquement_coherent,0,8.6
ideologiquement_coherent,5,8.16
ideologiquement_coherent,10,9.436
ideologiquement_coherent,15,10.768
ideologiquement_coherent,20,10.8
ideologiquement_coherent,0,5.6
ideologiquement_coherent,5,8.43
ideologiquement_coherent,10,9.566
ideologiquement_coherent,15,10.679
ideologiquement_coherent,20,8.2
ideologiquement_coherent,0,2.9
ideologiquement_coherent,5,6.543
ideologiquement_coherent,10,8.129
ideologiquement_coherent,15,9.728
ideologiquement_coherent,20,14.1
ideologiquement_coherent,0,8.5
ideologiquement_coherent,5,7.273
ideologiquement_coherent,10,8.656
ideologiquement_coherent,15,9.386
ideologiquement_coherent,20,12
ideologiquement_coherent,0,5.2
ideologiquement_coherent,5,7.888
ideologiquement_coherent,10,9.045
ideologiquement_coherent,15,9.324
ideologiquement_coherent,20,13.6
opportuniste_electoral,0,3.5
opportuniste_electoral,5,8.262
opportuniste_electoral,10,9.1
opportuniste_electoral,15,9.854
opportuniste_electoral,20,9.1
opportuniste_electoral,0,7.7
opportuniste_electoral,5,7.035
opportuniste_electoral,10,8.292
opportuniste_electoral,15,7.955
opportuniste_electoral,20,4.9
opportuniste_electoral,0,7.6
opportuniste_electoral,5,7.544
opportuniste_electoral,10,8.708
opportuniste_electoral,15,9.858
opportuniste_electoral,20,11.3
opportuniste_electoral,0,5
opportuniste_electoral,5,7.475
opportuniste_electoral,10,7.572
opportuniste_electoral,15,8.596
opportuniste_electoral,20,6.7
opportuniste_electoral,0,4.6
opportuniste_electoral,5,7.655
opportuniste_electoral,10,7.932
opportuniste_electoral,15,8.619
opportuniste_electoral,20,12.1
opportuniste_electoral,0,8.6
opportuniste_electoral,5,7.422
opportuniste_electoral,10,8.23
opportuniste_electoral,15,7.417
opportuniste_electoral,20,9.1
opportuniste_electoral,0,5.5
opportuniste_electoral,5,8.582
opportuniste_electoral,10,9.151
opportuniste_electoral,15,9.491
opportuniste_electoral,20,13.6
opportuniste_electoral,0,6.4
opportuniste_electoral,5,7.474
opportuniste_electoral,10,7.927
opportuniste_electoral,15,8.731
opportuniste_electoral,20,6.2
opportuniste_electoral,0,10.1
opportuniste_electoral,5,8.189
opportuniste_electoral,10,8.954
opportuniste_electoral,15,8.678
