partyId,agent,seedIndex,sourcePartyId,share,abstentionRate,leftShare,rightShare
lfi,prudent,18,reconquete,7,0.44850053285801406,0.4811056484443775,0.5188943515556226
lfi,prudent,18,nouvelle_energie,8.5,0.23248775604841743,0.3984278136258174,0.6015721863741825
lfi,prudent,19,ps,12.8,0.3066580831038609,0.6288056108836865,0.37119438911631353
lfi,prudent,19,ecologistes,9.5,0.3324468480338673,0.6619119206480071,0.3380880793519929
lfi,prudent,19,renaissance,11.7,0.3774291016103894,0.49404260677218276,0.5059573932278172
lfi,prudent,19,horizons,9.9,0.2694697035561982,0.41895501475997365,0.5810449852400263
lfi,prudent,19,rn,12.1,0.36807265660237987,0.46770328459177213,0.5322967154082279
lfi,prudent,19,reconquete,4.9,0.311544542999036,0.3831789147824897,0.6168210852175102
lfi,prudent,19,nouvelle_energie,9.6,0.2055826733953962,0.4031993791376125,0.5968006208623875
lfi,risque,0,ps,11.3,0.3071906055011834,0.676588642020734,0.323411357979266
lfi,risque,0,ecologistes,11.3,0.3284754905330019,0.7198130350540051,0.28018696494599493
lfi,risque,0,renaissance,10.7,0.46,0.5515482761549084,0.4484517238450916
lfi,risque,0,horizons,10.3,0.46,0.5233860425378323,0.4766139574621677
lfi,risque,0,lr,8.9,0.3466726566023799,0.4140133914323022,0.5859866085676978
lfi,risque,0,reconquete,7.6,0.2669280715344861,0.36801025632985573,0.6319897436701443
lfi,risque,0,nouvelle_energie,8.5,0.43226970766091716,0.4873193934609473,0.5126806065390527
lfi,risque,1,ps,12.1,0.2559544640452465,0.6085223698095065,0.39147763019049353
lfi,risque,1,ecologistes,10.8,0.28698956647738555,0.6327397537902046,0.36726024620979536
lfi,risque,1,renaissance,12.4,0.1955969921660684,0.4062968999673343,0.5937031000326657
lfi,risque,1,lr,10.2,0.3024697035561982,0.4568576525010727,0.5431423474989273
lfi,risque,1,rn,12.2,0.437266785515875,0.4987040026150976,0.5012959973849024
lfi,risque,1,reconquete,3.3,0.4523005328580141,0.4827240463506666,0.5172759536493334
lfi,risque,1,nouvelle_energie,8.4,0.23628775604841745,0.40105576935240084,0.5989442306475992
lfi,risque,2,ecologistes,10.9,0.2784538120233696,0.5142329602517014,0.4857670397482986
lfi,risque,2,renaissance,13,0.4030954461919777,0.5159725837300132,0.4840274162699868
lfi,risque,2,horizons,12,0.4352625158141757,0.5087120820641219,0.4912879179358781
lfi,risque,2,lr,8.9,0.46,0.4989445444535342,0.5010554555464658
lfi,risque,2,rn,10.4,0.46,0.47853470060584485,0.5214652993941551
lfi,risque,2,reconquete,8.7,0.46,0.47626913128278603,0.523730868717214
lfi,risque,2,nouvelle_energie,9.3,0.46,0.49954631397282495,0.5004536860271751
